0	113.802741	22.419444
0	113.804205	22.419371
0	113.805202	22.419591
0	113.805679	22.420104
0	113.806097	22.420952
0	113.806576	22.421220
0	113.807317	22.421166
0	113.809417	22.420271
0	113.810349	22.419582
0	113.810613	22.419032
0	113.810550	22.417877
0	113.811447	22.416908
0	113.812568	22.415705
0	113.812839	22.414454
0	113.813059	22.412626
0	113.813649	22.410806
0	113.815089	22.409140
0	113.817027	22.407758
0	113.818225	22.406273
0	113.818682	22.404930
0	113.819085	22.403255
0	113.819175	22.401483
0	113.819391	22.400111
0	113.819196	22.399152
0	113.818480	22.398540
0	113.817279	22.398202
0	113.815463	22.398407
0	113.813735	22.399169
0	113.811990	22.399844
0	113.810967	22.400239
0	113.809524	22.400083
0	113.807744	22.400392
0	113.803935	22.401891
0	113.802187	22.402777
0	113.800828	22.403688
0	113.799859	22.404309
0	113.798782	22.404739
0	113.798310	22.405698
0	113.798353	22.407168
0	113.798472	22.408304
0	113.797946	22.409124
0	113.796086	22.410170
0	113.794596	22.411102
0	113.792792	22.412024
0	113.790543	22.413063
0	113.788685	22.413812
0	113.786198	22.414454
0	113.784510	22.414865
0	113.783637	22.415220
0	113.783225	22.415669
0	113.782941	22.416412
0	113.782766	22.417293
0	113.782781	22.417783
0	113.782924	22.418288
0	113.783077	22.418505
0	113.784379	22.419144
0	113.785490	22.419098
0	113.786212	22.419062
0	113.787023	22.419479
0	113.787432	22.419624
0	113.787577	22.419675
0	113.788485	22.419547
0	113.789249	22.418984
0	113.789923	22.418213
0	113.790502	22.417620
0	113.791115	22.417394
0	113.792740	22.417843
0	113.793808	22.418499
0	113.794519	22.419760
0	113.794822	22.421066
0	113.794774	22.422224
0	113.794838	22.423396
0	113.795569	22.424481
0	113.796529	22.424720
0	113.797864	22.424510
0	113.798628	22.424017
0	113.799001	22.423657
0	113.799080	22.423147
0	113.798482	22.421691
0	113.798897	22.420804
0	113.799699	22.420100
0	113.802741	22.419444
0	113.955780	22.654084
0	113.956079	22.654011
0	113.956343	22.654056
0	113.956590	22.654138
0	113.956993	22.654227
0	113.957356	22.654113
0	113.958122	22.653973
0	113.958390	22.653986
0	113.958581	22.653965
0	113.958982	22.653897
0	113.959949	22.654011
0	113.960395	22.654194
0	113.960675	22.654164
0	113.961078	22.653976
0	113.961336	22.653766
0	113.961639	22.653459
0	113.961669	22.653391
0	113.961807	22.653077
0	113.962009	22.652582
0	113.962143	22.652264
0	113.962304	22.651807
0	113.962412	22.651337
0	113.962358	22.651032
0	113.962302	22.650712
0	113.962358	22.650219
0	113.962440	22.649793
0	113.962655	22.649386
0	113.962897	22.648993
0	113.962951	22.648675
0	113.963031	22.648154
0	113.963085	22.647875
0	113.963516	22.647618
0	113.963628	22.647542
0	113.963541	22.647376
0	113.963447	22.647241
0	113.963228	22.646946
0	113.962951	22.646732
0	113.962763	22.646630
0	113.962374	22.646610
0	113.962145	22.646445
0	113.961984	22.646153
0	113.961796	22.645873
0	113.961487	22.645454
0	113.961299	22.645213
0	113.961151	22.644971
0	113.961057	22.644666
0	113.961016	22.644400
0	113.961016	22.644107
0	113.960976	22.643752
0	113.960990	22.643538
0	113.961070	22.643460
0	113.961285	22.643363
0	113.961433	22.643286
0	113.961567	22.643147
0	113.961715	22.643058
0	113.961916	22.643045
0	113.962185	22.643121
0	113.962440	22.643185
0	113.962857	22.643172
0	113.963179	22.643096
0	113.963515	22.643134
0	113.963771	22.643223
0	113.964012	22.643274
0	113.964174	22.643274
0	113.964337	22.643171
0	113.965578	22.641118
0	113.965720	22.640919
0	113.965787	22.640678
0	113.965855	22.640462
0	113.966056	22.640170
0	113.966311	22.639979
0	113.966567	22.639979
0	113.966849	22.639891
0	113.967104	22.639789
0	113.967373	22.639675
0	113.967615	22.639484
0	113.967749	22.639268
0	113.967816	22.639116
0	113.967828	22.638951
0	113.968052	22.638932
0	113.968348	22.638894
0	113.968697	22.638805
0	113.968872	22.638678
0	113.968992	22.638653
0	113.969275	22.638818
0	113.969516	22.639021
0	113.969906	22.639097
0	113.970121	22.639288
0	113.970188	22.639631
0	113.970350	22.639732
0	113.970605	22.639656
0	113.970900	22.639478
0	113.971236	22.639415
0	113.971519	22.639440
0	113.971693	22.639555
0	113.971836	22.639563
0	113.972016	22.639580
0	113.972303	22.639445
0	113.972612	22.639369
0	113.973028	22.639420
0	113.973472	22.639382
0	113.973700	22.639369
0	113.974103	22.639382
0	113.974345	22.639309
0	113.974976	22.639343
0	113.975299	22.639382
0	113.975689	22.639521
0	113.975904	22.639585
0	113.976145	22.639636
0	113.976387	22.639585
0	113.976616	22.639331
0	113.976938	22.639077
0	113.977287	22.638924
0	113.977637	22.638708
0	113.978215	22.638581
0	113.978517	22.638529
0	113.978961	22.638617
0	113.979579	22.638681
0	113.979915	22.638706
0	113.980197	22.638694
0	113.980433	22.638748
0	113.980638	22.638787
0	113.980827	22.638810
0	113.980999	22.638598
0	113.981067	22.638438
0	113.981181	22.638278
0	113.981642	22.638067
0	113.981934	22.637959
0	113.982118	22.637601
0	113.982414	22.637373
0	113.982777	22.637182
0	113.983233	22.637093
0	113.983422	22.636953
0	113.983695	22.636473
0	113.983910	22.636092
0	113.983976	22.635842
0	113.984151	22.635469
0	113.984326	22.635152
0	113.984381	22.635083
0	113.984608	22.634796
0	113.984810	22.634479
0	113.985011	22.634097
0	113.985196	22.633932
0	113.985360	22.633814
0	113.985591	22.633547
0	113.985789	22.633446
0	113.986147	22.633348
0	113.986258	22.633248
0	113.986355	22.632878
0	113.986365	22.632715
0	113.986303	22.632490
0	113.986229	22.632287
0	113.986190	22.632111
0	113.986179	22.631979
0	113.986280	22.631723
0	113.986331	22.631504
0	113.986433	22.631237
0	113.986540	22.631066
0	113.986659	22.630901
0	113.986777	22.630714
0	113.986840	22.630598
0	113.986851	22.630433
0	113.986845	22.630251
0	113.986852	22.629959
0	113.986893	22.629709
0	113.986959	22.629358
0	113.987050	22.628968
0	113.987215	22.628641
0	113.987290	22.628440
0	113.987293	22.628430
0	113.987322	22.628352
0	113.987405	22.628219
0	113.987523	22.628147
0	113.987754	22.628200
0	113.988059	22.628419
0	113.988413	22.628802
0	113.988533	22.628836
0	113.988958	22.628661
0	113.989357	22.628410
0	113.989536	22.628454
0	113.989676	22.628536
0	113.989941	22.628866
0	113.990037	22.628936
0	113.990402	22.628863
0	113.990666	22.628770
0	113.990954	22.628622
0	113.991095	22.628458
0	113.991359	22.628107
0	113.991706	22.627803
0	113.992126	22.627576
0	113.992408	22.627442
0	113.992751	22.627405
0	113.993064	22.627490
0	113.993386	22.627568
0	113.993856	22.627693
0	113.994186	22.627818
0	113.994409	22.627951
0	113.994607	22.628013
0	113.995064	22.627993
0	113.995256	22.627930
0	113.995325	22.627841
0	113.995432	22.627592
0	113.995465	22.627373
0	113.995572	22.627155
0	113.995729	22.626937
0	113.995795	22.626718
0	113.995828	22.626375
0	113.995960	22.626079
0	113.996009	22.625892
