   ,CRADNO,QHAREAID,SEX,AGEGROUP,NUM,qu
43653,无,440326003,1,80,14,440326
43654,？。,440326003,1,1,1,440326
43655,21,440326003,1,50,18,440326
43656,52,440326003,2,50,17,440326
43657,37,440326003,1,45,23,440326
43658,22,440326003,1,50,23,440326
43659,62,440326003,2,65,6,440326
43660,无 ,440326003,1,60,2,440326
43661,15,440326003,1,55,9,440326
43662,12,440326003,2,20,5,440326
43663,19,440326003,1,60,11,440326
43664,37,440326003,2,15,20,440326
43665,53,440326003,1,50,9,440326
43666,53,440326003,1,60,6,440326
43667,13,440326003,2,40,9,440326
43668,33,440326003,2,75,1,440326
43669,23,440326003,2,75,3,440326
43670,62,440326003,1,40,22,440326
43671,无 ,440326003,1,10,1,440326
43672,23,440326003,1,85,1,440326
43673,53,440326003,1,15,53,440326
43674,无 ,440326003,1,15,2,440326
43675,31,440326003,2,25,4,440326
43676,32,440326003,2,75,3,440326
43677,19,440326003,2,25,4,440326
43678,？。,440326003,2,1,1,440326
43679,63,440326003,2,40,4,440326
43680,待上,440326003,2,0,1,440326
43681,64,440326003,1,30,13,440326
43682,暂无,440326003,1,0,16,440326
43683,无 ,440326003,2,65,2,440326
43684,64,440326003,1,20,8,440326
43685,"
2",440326003,1,0,1,440326
43686,65,440326003,2,20,23,440326
43687,34,440326003,1,10,18,440326
43688,22,440326003,2,10,5,440326
43689,61,440326003,2,65,14,440326
43690,62,440326003,2,45,9,440326
43691,37,440326003,2,75,3,440326
43692,12,440326003,2,65,9,440326
43693,45,440326003,1,65,22,440326
43694,52,440326003,1,55,9,440326
43695,32,440326003,2,65,7,440326
43696,-,440326003,1,10,6,440326
43697,～,440326003,2,5,2,440326
43698,32,440326003,1,1,8,440326
43699,fj,440326003,1,1,1,440326
43700,46,440326003,1,5,6,440326
43701,35,440326003,2,10,12,440326
43702,19,440326003,2,35,2,440326
43703,65,440326003,2,50,8,440326
43704,33,440326003,2,5,12,440326
43705,32,440326003,2,10,6,440326
43706,。。,440326003,1,0,2,440326
43707,无一,440326003,1,0,1,440326
43708,53,440326003,2,65,3,440326
43709,62,440326003,2,1,7,440326
43710,53,440326003,2,5,3,440326
43711,19,440326003,2,45,1,440326
43712,bj,440326003,2,1,1,440326
43713,65,440326003,2,10,1,440326
43714,14,440326003,1,1,2,440326
43715,老人,440326003,2,80,1,440326
43716,煜,440326003,2,10,1,440326
43717,老人,440326003,2,75,2,440326
43718,52,440326003,1,0,1,440326
43719,45,440326003,1,0,3,440326
43720,19,440326003,1,0,1,440326
43721,63,440326003,2,70,1,440326
43722,32,440326003,1,70,2,440326
43723,37,440326003,1,0,3,440326
43724,31,440326003,2,75,1,440326
43725,。,440326003,1,10,2,440326
43726,。,440326003,1,0,2,440326
43727,62,440326003,1,80,1,440326
43728,。,440326003,2,70,1,440326
43729,45,440326003,2,75,1,440326
43730,其它,440326003,1,0,11,440326
43731,15,440326003,1,1,3,440326
43732,99,440326003,1,15,1,440326
43733,53,440326003,1,65,1,440326
43734,暂无,440326003,1,5,3,440326
43735,64,440326003,1,45,2,440326
43736,53,440326003,1,1,2,440326
43737,0,440326003,1,5,1,440326
43738,o,440326003,2,0,4,440326
43739,23,440326003,2,0,1,440326
43740,54,440326003,1,45,1,440326
43741,65,440326003,1,70,2,440326
43742,无X,440326003,1,70,1,440326
43743,不详,440326003,1,1,3,440326
43744,元，,440326003,2,5,1,440326
43745,与,440326003,2,65,1,440326
43746,粤消,440326003,1,35,1,440326
43747,无:,440326003,1,5,1,440326
43748,62,,1,60,1,
43749,其它,440326003,1,15,2,440326
43750,58,440326003,2,1,1,440326
43751,14,440326003,2,70,2,440326
43752,无I,440326003,2,65,1,440326
43753,36,,1,70,1,
43754,12,440326003,2,15,1,440326
43755,"
无",440326003,1,15,1,440326
43756,53,440326004,2,30,87,440326
43757,45,440326004,2,20,1078,440326
43758,43,440326004,1,40,551,440326
43759,51,440326004,1,45,320,440326
43760,43,440326004,2,40,441,440326
43761,43,440326004,1,65,14,440326
43762,42,440326004,2,20,496,440326
43763,42,440326004,1,15,130,440326
43764,43,440326004,1,10,79,440326
43765,45,440326004,1,20,1409,440326
43766,45,440326004,1,15,603,440326
43767,36,440326004,2,15,203,440326
43768,32,440326004,1,20,17,440326
43769,42,440326004,1,35,362,440326
43770,52,440326004,1,30,305,440326
43771,43,440326004,1,35,621,440326
43772,暂无,440326003,2,15,2,440326
43773,43,440326004,2,55,62,440326
43774,34,440326004,1,25,98,440326
43775,42,440326004,1,20,590,440326
43776,35,440326004,2,45,20,440326
43777,61,440326004,1,40,55,440326
43778,41,440326004,1,15,296,440326
43779,42,440326004,1,60,28,440326
43780,52,440326004,2,45,45,440326
43781,52,440326004,2,30,219,440326
43782,其它,440326003,2,70,1,440326
43783,暂无,440326003,2,65,9,440326
43784,45,440326004,1,45,163,440326
43785,61,440326004,2,20,82,440326
43786,无,440326004,1,70,6,440326
43787,44,440326004,2,55,70,440326
43788,21,440326004,2,15,4,440326
43789,44,440326004,2,1,169,440326
43790,50,440326004,2,25,93,440326
43791,无,440326004,2,60,32,440326
43792,34,440326004,1,35,55,440326
43793,23,440326004,2,70,1,440326
43794,45,440326004,1,60,10,440326
43795,51,440326004,1,60,42,440326
43796,51,440326004,1,10,12,440326
43797,21,440326004,1,45,6,440326
43798,37,440326004,1,45,5,440326
43799,34,440326004,1,55,13,440326
43800,41,440326004,1,5,41,440326
43801,42,440326004,2,5,41,440326
43802,o,440326003,1,0,3,440326
43803,37,440326004,2,30,14,440326
43804,52,440326004,1,45,49,440326
43805,53,440326004,1,45,24,440326
43806,33,440326004,2,45,11,440326
43807,53,440326004,1,40,42,440326
43808,46,440326004,2,35,9,440326
43809,0,440326003,1,15,1,440326
43810,44,440326004,1,65,19,440326
43811,52,440326004,1,55,7,440326
43812,45,440326004,2,0,3,440326
43813,42,440326004,1,5,44,440326
43814,14,440326004,1,50,6,440326
43815,21,440326004,1,25,8,440326
43816,46,440326004,1,15,36,440326
43817,"无
",440326004,1,5,7,440326
43818,36,440326004,1,0,6,440326
43819,62,440326004,2,35,10,440326
43820,63,440326004,1,25,2,440326
43821,53,440326004,2,50,9,440326
43822,"无
",440326004,2,10,3,440326
43823,46,440326004,2,40,8,440326
43824,"无
",440326004,2,15,1,440326
43825,"无
",440326004,1,1,13,440326
43826,42,440326004,1,70,3,440326
43827,无,440326004,1,75,5,440326
43828,63,440326004,2,20,3,440326
43829,15,440326004,2,25,3,440326
43830,14,440326004,1,30,7,440326
43831,34,440326004,2,10,7,440326
43832,地,440326004,2,1,1,440326
43833,37,440326004,1,1,4,440326
43834,13,440326004,2,65,1,440326
43835,35,440326004,1,5,8,440326
43836,42,440326004,2,70,5,440326
43837,34,440326004,2,70,1,440326
43838,22,440326004,2,20,4,440326
43839,23,440326004,1,5,1,440326
43840,21,440326004,2,25,5,440326
43841,63,440326004,2,15,1,440326
43842,62,440326004,1,55,1,440326
43843,14,440326004,2,15,5,440326
43844,15,440326004,1,40,1,440326
43845,43,440326004,1,0,6,440326
43846,33,440326004,2,25,8,440326
43847,37,440326004,2,60,2,440326
43848,36,440326004,1,65,2,440326
43849,42,440326004,1,75,1,440326
43850,15,440326004,1,60,1,440326
43851,旡,440326004,2,0,1,440326
43852,63,440326004,1,20,2,440326
43853,63,440326004,2,10,1,440326
43854,22,440326004,1,1,1,440326
43855,65,440326004,1,40,4,440326
43856,13,440326004,2,5,1,440326
43857,63,440326004,1,35,2,440326
43858,33,440326004,2,1,3,440326
43859,广西,440326004,2,1,1,440326
43860,63,440326004,1,50,1,440326
43861,50,440326004,2,5,2,440326
43862,19,440326004,1,30,1,440326
43863,52,440326004,1,0,2,440326
43864,46,440326004,1,55,1,440326
43865,63,440326004,2,25,3,440326
43866,65,440326004,1,50,1,440326
43867,52,440326004,2,5,2,440326
43868,65,440326004,2,20,2,440326
43869,23,440326004,2,65,1,440326
43870,35,440326006,1,5,12,440326
43871,42,440326005,2,25,876,440326
43872,44,440326006,1,20,3295,440326
43873,42,440326006,1,20,2723,440326
43874,51,440326005,1,30,359,440326
43875,44,440326005,1,15,1203,440326
43876,43,440326005,1,30,1173,440326
43877,45,440326005,2,25,1152,440326
43878,45,440326005,1,25,1799,440326
43879,43,440326006,2,25,2176,440326
43880,45,440326006,2,25,1880,440326
43881,43,440326006,2,55,116,440326
43882,42,440326005,1,20,796,440326
43883,36,440326005,2,45,167,440326
43884,34,440326005,1,40,51,440326
43885,43,440326005,2,20,872,440326
43886,44,440326005,1,20,2380,440326
43887,43,440326005,1,15,642,440326
43888,36,440326006,2,25,762,440326
43889,51,440326005,1,45,382,440326
43890,45,440326005,1,35,510,440326
43891,36,440326006,1,5,78,440326
43892,43,440326005,1,40,680,440326
43893,42,440326005,1,45,274,440326
43894,50,440326006,1,25,398,440326
43895,33,440326005,1,55,6,440326
43896,61,440326006,2,40,30,440326
43897,36,440326005,2,55,45,440326
43898,45,440326005,1,45,186,440326
43899,52,440326006,1,30,366,440326
43900,36,440326006,2,20,821,440326
43901,43,440326006,1,30,2047,440326
43902,61,440326006,2,30,99,440326
43903,53,440326005,2,15,86,440326
43904,46,440326005,1,25,98,440326
43905,34,440326005,1,45,49,440326
43906,43,440326005,1,45,463,440326
43907,41,440326005,2,35,197,440326
43908,51,440326005,2,20,351,440326
43909,51,440326005,2,50,126,440326
43910,43,440326006,1,45,432,440326
43911,33,440326006,2,20,8,440326
43912,44,440326006,2,40,288,440326
43913,51,440326006,1,20,962,440326
43914,45,440326005,1,1,47,440326
43915,53,440326005,2,40,49,440326
43916,36,440326005,1,5,65,440326
43917,61,440326005,1,25,228,440326
43918,61,440326005,2,25,126,440326
43919,23,440326005,1,35,21,440326
43920,53,440326005,1,15,122,440326
43921,34,440326005,2,60,8,440326
43922,43,440326005,1,55,107,440326
43923,14,440326005,1,45,2,440326
43924,35,440326005,1,65,3,440326
43925,41,440326005,2,5,39,440326
43926,15,440326005,1,55,2,440326
43927,63,440326005,2,50,1,440326
43928,43,440326006,2,65,26,440326
43929,43,440326006,1,1,126,440326
43930,62,440326006,1,20,318,440326
43931,33,440326005,1,20,18,440326
43932,41,440326006,2,15,169,440326
43933,小孩,440326006,2,5,15,440326
43934,37,440326005,2,40,9,440326
43935,36,440326005,2,5,43,440326
43936,34,440326005,2,25,86,440326
43937,33,440326005,1,50,16,440326
43938,51,440326006,1,35,329,440326
43939,62,440326005,1,35,21,440326
43940,52,440326006,1,40,50,440326
43941,52,440326006,2,45,39,440326
43942,45,440326006,1,45,136,440326
43943,34,440326006,1,15,46,440326
43944,62,440326005,2,15,23,440326
43945,23,440326006,2,25,16,440326
43946,14,440326006,2,25,26,440326
43947,13,440326005,1,25,14,440326
43948,51,440326006,1,65,18,440326
43949,无,440326006,1,10,201,440326
43950,42,440326005,1,70,6,440326
43951,34,440326005,2,15,21,440326
43952,31,440326005,1,35,1,440326
43953,44,440326005,1,65,32,440326
43954,34,440326005,2,35,32,440326
43955,51,440326006,2,10,17,440326
43956,45,440326005,1,60,20,440326
43957,42,440326005,1,10,26,440326
43958,52,440326005,1,10,7,440326
43959,33,440326005,2,40,9,440326
43960,50,440326006,2,20,203,440326
43961,41,440326005,1,70,4,440326
43962,22,440326006,2,30,21,440326
43963,35,440326005,2,35,29,440326
43964,53,440326005,1,50,14,440326
43965,32,440326005,2,40,5,440326
43966,42,440326006,2,5,55,440326
43967,14,440326006,1,30,30,440326
43968,14,440326006,2,15,4,440326
43969,46,440326006,1,30,73,440326
43970,21,440326005,2,20,6,440326
43971,11,440326005,1,1,3,440326
43972,33,440326005,2,25,10,440326
43973,"无
",440326006,2,10,6,440326
43974,41,440326006,1,45,113,440326
43975,33,440326006,2,50,5,440326
43976,63,440326006,1,20,2,440326
43977,62,440326006,1,50,5,440326
43978,35,440326006,2,20,37,440326
43979,50,440326005,2,10,4,440326
43980,46,440326005,1,15,62,440326
43981,41,440326005,1,0,4,440326
43982,46,440326006,2,1,3,440326
43983,32,440326005,2,20,7,440326
43984,无 ,440326006,2,1,8,440326
43985,44,440326006,2,80,5,440326
43986,50,440326006,2,15,74,440326
43987,22,440326005,1,25,13,440326
43988,44,440326006,1,0,16,440326
43989,43,440326005,2,0,8,440326
43990,22,440326006,1,25,30,440326
43991,37,440326006,2,55,5,440326
43992,62,440326006,1,45,14,440326
43993,62,440326006,2,45,7,440326
43994,50,440326006,2,0,2,440326
43995,50,440326005,1,0,1,440326
43996,21,440326005,1,35,9,440326
43997,14,440326006,1,35,8,440326
43998,无,440326006,1,65,9,440326
43999,37,440326005,2,55,2,440326
44000,32,440326005,1,60,8,440326
44001,53,440326005,1,5,5,440326
44002,21,440326005,2,15,1,440326
44003,23,440326005,1,20,10,440326
44004,32,440326006,1,40,5,440326
44005,35,440326006,1,10,13,440326
44006,无,440326005,1,75,4,440326
44007,37,440326005,2,35,7,440326
44008,63,440326006,2,45,3,440326
44009,33,440326006,2,35,4,440326
44010,32,440326005,2,1,3,440326
44011,51,440326006,1,5,27,440326
44012,41,440326004,1,70,1,440326
44013,34,440326005,2,55,5,440326
44014,35,440326006,2,35,27,440326
44015,13,440326006,1,25,33,440326
44016,14,440326006,2,65,1,440326
44017,61,440326005,1,5,5,440326
44018,64,440326005,1,35,2,440326
44019,34,440326006,2,10,4,440326
44020,37,440326006,1,40,15,440326
44021,32,440326005,2,35,7,440326
44022,23,440326005,2,55,3,440326
44023,无\,440326005,2,0,1,440326
44024,53,440326005,2,5,5,440326
44025,62,440326006,2,60,3,440326
44026,42,440326005,1,85,2,440326
44027,33,440326005,2,45,7,440326
44028,62,440326005,1,50,5,440326
44029,62,440326005,1,55,1,440326
44030,63,440326005,1,25,1,440326
44031,62,440326005,2,5,2,440326
44032,63,440326005,2,45,1,440326
44033,14,440326006,1,45,1,440326
44034,33,440326005,1,70,1,440326
44035,61,440326005,1,70,3,440326
44036,63,440326005,1,35,1,440326
44037,长坑,440326005,1,0,1,440326
44038,33,440326005,1,15,6,440326
44039,身份,440326006,1,5,3,440326
44040,21,440326006,2,60,1,440326
44041,32,440326006,1,5,2,440326
44042,无身,440326005,1,5,3,440326
44043,12,440326006,2,20,1,440326
44044,65,440326006,1,30,2,440326
44045,23,440326006,2,45,10,440326
44046,15,440326006,2,55,1,440326
44047,13,440326006,1,0,4,440326
44048,"无
",440326006,2,65,1,440326
44049,37,440326006,1,15,14,440326
44050,14,440326005,2,55,1,440326
44051,15,440326006,1,50,2,440326
44052,37,440326006,1,65,1,440326
44053,51,440326006,2,75,3,440326
44054,43,440326006,1,85,1,440326
44055,无一,440326005,1,0,1,440326
44056,21,440326006,1,30,9,440326
44057,46,440326006,2,55,6,440326
44058,15,440326006,1,60,1,440326
44059,兀,440326006,1,10,1,440326
44060,32,440326006,2,55,2,440326
44061,元,440326006,2,70,1,440326
44062,"无
",440326006,2,60,2,440326
44063,31,440326006,1,45,2,440326
44064,暂无,440326005,2,5,3,440326
44065,33,440326006,1,60,2,440326
44066,15,440326006,2,20,5,440326
44067,23,440326005,1,0,1,440326
44068,身份,440326006,1,65,1,440326
44069,15,440326006,2,15,1,440326
44070,32,440326006,2,15,4,440326
44071,14,440326005,1,0,1,440326
44072,。,440326006,1,5,1,440326
44073,22,440326006,2,60,3,440326
44074,65,440326006,1,1,1,440326
44075,15,440326006,2,50,1,440326
44076,61,440326006,1,10,4,440326
44077,14,440326006,1,55,2,440326
44078,63,440326005,2,35,1,440326
44079,组,440326006,1,1,1,440326
44080,19,440326005,2,65,1,440326
44081,23,440326006,2,65,3,440326
44082,64,440326006,2,45,1,440326
44083,46,440326006,2,45,2,440326
44084,14,440326005,1,10,2,440326
44085,19,440326006,1,20,1,440326
44086,53,440326006,1,70,1,440326
44087,35,440326006,2,70,1,440326
44088,41,440326006,2,75,1,440326
44089,没有,440326006,2,5,1,440326
44090,45,440327001,1,20,197,440327
44091,43,440327001,1,15,69,440327
44092,41,440327001,2,15,54,440327
44093,43,440327001,1,30,160,440327
44094,45,440327001,1,15,72,440327
44095,45,440327001,2,20,113,440327
44096,41,440327001,2,25,104,440327
44097,42,440327001,1,25,162,440327
44098,53,440327001,1,25,53,440327
44099,41,440327001,2,50,17,440327
44100,52,440327001,2,25,35,440327
44101,43,440327001,1,35,100,440327
44102,52,440327001,2,30,23,440327
44103,44,440327001,2,30,119,440327
44104,42,440327001,2,40,45,440327
44105,36,440327001,1,10,9,440327
44106,42,440327001,1,40,64,440327
44107,46,440327001,1,55,1,440327
44108,43,440327001,2,15,76,440327
44109,53,440327001,2,20,51,440327
44110,45,440327001,1,50,10,440327
44111,43,440327001,1,1,29,440327
44112,37,440327001,2,30,10,440327
44113,46,440327001,2,30,4,440327
44114,45,440327001,1,55,11,440327
44115,36,440327001,1,20,61,440327
44116,51,440327001,1,10,6,440327
44117,64,440326005,1,30,1,440326
44118,64,440326005,2,15,1,440326
44119,62,440326006,1,55,1,440326
44120,65,440326006,2,50,2,440326
44121,无证,440327001,1,0,23,440327
44122,52,440327001,2,40,17,440327
44123,22,440327001,1,35,5,440327
44124,41,440327001,2,1,5,440327
44125,65,440327001,1,25,1,440327
44126,37,440327001,1,45,4,440327
44127,46,440327001,2,25,2,440327
44128,34,440327001,1,25,24,440327
44129,44,440327001,1,55,41,440327
44130,63,440327001,1,25,1,440327
44131,34,440327001,2,50,5,440327
44132,45,440327001,1,5,4,440327
44133,62,440327001,2,40,9,440327
44134,21,440327001,2,10,1,440327
44135,44,440327001,2,65,6,440327
44136,46,440327001,1,1,1,440327
44137,51,440327001,2,65,3,440327
44138,53,440327001,1,5,2,440327
44139,43,440327002,1,35,75,440327
44140,43,440327002,2,10,8,440327
44141,51,440327002,1,45,75,440327
44142,41,440327002,1,20,32,440327
44143,42,440327002,1,30,52,440327
44144,43,440327002,2,35,51,440327
44145,44,440327002,2,1,35,440327
44146,53,440327002,1,25,10,440327
44147,43,440327002,1,20,73,440327
44148,22,440326005,1,5,2,440326
44149,23,440326005,2,65,1,440326
44150,12,440326006,1,40,1,440326
44151,34,440327001,2,15,5,440327
44152,52,440327001,1,45,9,440327
44153,46,440327001,1,60,1,440327
44154,35,440327001,2,30,9,440327
44155,51,440327002,2,20,43,440327
44156,35,440327002,1,35,8,440327
44157,13,440327002,1,25,9,440327
44158,21,440327002,1,30,5,440327
44159,51,440326006,2,0,1,440326
44160,小孩,440327001,2,0,2,440327
44161,小孩,440327001,1,1,3,440327
44162,46,440327001,2,40,3,440327
44163,62,440327002,2,25,2,440327
44164,51,440327002,1,55,22,440327
44165,61,440327002,2,15,4,440327
44166,33,440327002,1,30,4,440327
44167,32,440327002,1,35,5,440327
44168,41,440327002,1,25,71,440327
44169,13,440327002,2,25,3,440327
44170,62,440327002,1,20,10,440327
44171,13,440327002,2,55,1,440327
44172,42,440327002,2,60,2,440327
44173,44,440327002,2,75,2,440327
44174,36,440327002,1,40,32,440327
44175,37,440327002,1,45,2,440327
44176,14,440327002,1,25,9,440327
44177,41,440327002,1,35,29,440327
44178,63,440327002,1,25,1,440327
44179,37,440327001,1,1,1,440327
44180,20,440327001,1,10,1,440327
44181,61,440327001,2,5,2,440327
44182,62,440327002,1,40,2,440327
44183,14,440327002,1,40,6,440327
44184,15,440327002,1,25,5,440327
44185,34,440327002,1,65,1,440327
44186,41,440327002,1,5,7,440327
44187,51,440327002,2,50,35,440327
44188,22,440327002,1,1,1,440327
44189,61,440327002,2,20,11,440327
44190,61,440327002,2,55,2,440327
44191,22,440327002,1,40,6,440327
44192,21,440327002,1,45,2,440327
44193,15,440326005,2,20,1,440326
44194,23,440327001,2,40,2,440327
44195,无,440327001,2,75,1,440327
44196,21,440327002,1,25,8,440327
44197,34,440327002,2,25,8,440327
44198,23,440327002,1,1,1,440327
44199,52,440327002,1,10,2,440327
44200,44,440327002,2,0,6,440327
44201,22,440326005,1,1,1,440326
44202,谢泓,440326006,1,5,1,440326
44203,37,440327001,2,45,1,440327
44204,46,440327002,1,15,1,440327
44205,52,440327002,2,20,11,440327
44206,37,440327002,2,20,4,440327
44207,52,440327002,2,45,5,440327
44208,21,440327002,2,20,1,440327
44209,15,440327001,2,30,2,440327
44210,22,440327001,1,20,2,440327
44211,13,440327001,2,25,3,440327
44212,22,440327001,2,60,1,440327
44213,61,440327001,1,65,3,440327
44214,52,440327002,2,1,3,440327
44215,45,440327001,1,75,1,440327
44216,37,440327002,1,20,5,440327
44217,14,440327001,1,55,1,440327
44218,36,440327002,2,45,14,440327
44219,13,440327002,1,45,1,440327
44220,64,440327002,1,20,1,440327
44221,35,440327001,1,50,1,440327
44222,35,440327001,2,1,1,440327
44223,31,440327002,1,35,1,440327
44224,46,440327002,2,20,1,440327
44225,43,440327002,1,60,9,440327
44226,37,440327002,2,40,1,440327
44227,37,440327002,2,5,1,440327
44228,51,440327002,1,5,6,440327
44229,小孩,440327001,1,10,1,440327
44230,未知,440327001,1,0,1,440327
44231,62,440327002,2,35,3,440327
44232,41,440327002,2,5,5,440327
44233,33,440327001,1,40,1,440327
44234,44,440327001,1,75,1,440327
44235,63,440327001,1,20,1,440327
44236,35,440327002,1,60,1,440327
44237,21,440327001,2,15,1,440327
44238,65,440327001,2,45,1,440327
44239,20,440327001,1,5,1,440327
44240,13,440327002,2,30,3,440327
44241,42,440327002,1,0,1,440327
44242,52,440327002,1,1,1,440327
44243,46,440327001,2,50,1,440327
44244,37,440327002,2,35,1,440327
44245,22,440327002,1,25,2,440327
44246,31,440327001,1,55,1,440327
44247,65,440327001,1,45,1,440327
44248,34,440327001,2,65,1,440327
44249,43,440327003,1,45,47,440327
44250,42,440327003,1,60,2,440327
44251,42,440327003,1,40,20,440327
44252,42,440327003,1,30,11,440327
44253,44,440327003,1,45,61,440327
44254,36,440327003,1,40,18,440327
44255,51,440327003,1,30,12,440327
44256,41,440327003,1,10,4,440327
44257,44,440327003,2,35,31,440327
44258,52,440327003,2,20,9,440327
44259,52,440327003,2,55,1,440327
44260,52,440327003,2,45,8,440327
44261,52,440327003,2,30,11,440327
44262,52,440327003,2,40,10,440327
44263,45,440327003,2,50,10,440327
44264,43,440327003,2,50,8,440327
44265,44,440327003,2,5,17,440327
44266,36,440327003,1,5,2,440327
44267,45,440327003,2,30,6,440327
44268,50,440327003,1,5,2,440327
44269,33,440327002,1,45,3,440327
44270,51,440327003,2,35,10,440327
44271,43,440327003,1,1,8,440327
44272,44,440327003,2,50,23,440327
44273,41,440327003,2,5,4,440327
44274,50,440327003,2,15,1,440327
44275,21,440327003,1,55,1,440327
44276,37,440327003,2,70,1,440327
44277,20,440327002,1,5,1,440327
44278,53,440327003,1,45,1,440327
44279,34,440327003,1,50,2,440327
44280,42,440327003,1,5,2,440327
44281,53,440327003,1,40,3,440327
44282,43,440327003,1,55,9,440327
44283,35,440327003,2,30,1,440327
44284,21,440327002,1,50,1,440327
44285,52,440327003,1,60,1,440327
44286,51,440327003,2,60,3,440327
44287,46,440327003,1,50,1,440327
44288,22,440327003,2,35,1,440327
44289,65,440327002,2,20,1,440327
44290,23,440327002,1,55,1,440327
44291,33,440327003,1,30,1,440327
44292,34,440327003,2,30,2,440327
44293,35,440327003,1,20,2,440327
44294,35,440327003,2,10,1,440327
44295,22,440327003,1,20,1,440327
44296,33,440327003,1,20,1,440327
44297,35,440327003,2,25,1,440327
44298,52,440327003,2,0,1,440327
44299,65,440327002,2,15,1,440327
44300,37,440327003,2,5,1,440327
44301,42,440327002,2,65,1,440327
44302,51,440327003,1,15,2,440327
44303,64,440327003,1,20,1,440327
44304,32,440327003,1,10,1,440327
44305,45,440327003,1,10,1,440327
44306,43,440303002,1,35,115,440303
44307,51,440303002,1,40,86,440303
44308,44,440303002,2,25,1043,440303
44309,43,440303002,2,45,121,440303
44310,43,440303002,2,35,165,440303
44311,51,440303002,2,45,121,440303
44312,35,440303002,2,1,9,440303
44313,45,440303002,1,25,253,440303
44314,51,440303002,2,15,79,440303
44315,44,440303002,2,60,64,440303
44316,35,440303002,1,40,31,440303
44317,42,440303002,2,45,72,440303
44318,无有,440303002,1,1,1,440303
44319,50,440303002,1,25,48,440303
44320,51,440303002,1,20,160,440303
44321,22,440303002,2,35,17,440303
44322,36,440303002,2,35,100,440303
44323,45,440303002,1,15,182,440303
44324,44,440303002,2,5,88,440303
44325,34,440303002,1,50,16,440303
44326,43,440303002,2,40,143,440303
44327,44,440303002,2,10,59,440303
44328,13,440303002,2,5,3,440303
44329,35,440303002,1,15,24,440303
44330,61,440303002,2,35,24,440303
44331,52,440303002,1,40,15,440303
44332,34,440303002,1,45,29,440303
44333,44,440303002,1,5,122,440303
44334,21,440303002,2,20,33,440303
44335,41,440303002,1,25,212,440303
44336,13,440303002,2,15,3,440303
44337,62,440303002,1,45,8,440303
44338,34,440303002,2,35,26,440303
44339,43,440303002,1,15,153,440303
44340,63,440303002,1,25,2,440303
44341,37,440303002,1,45,12,440303
44342,32,440303002,1,20,23,440303
44343,45,440303002,1,45,37,440303
44344,41,440303002,1,40,52,440303
44345,32,440303002,1,25,43,440303
44346,45,440303002,2,55,24,440303
44347,36,,2,40,60,
44348,36,440303002,2,0,2,440303
44349,34,440303002,2,10,2,440303
44350,31,440303002,1,80,1,440303
44351,42,440303002,1,1,10,440303
44352,45,440303002,2,10,5,440303
44353,43,,1,45,122,
44354,98,440303002,2,0,1,440303
44355,62,440303002,2,60,5,440303
44356,13,440303002,2,20,17,440303
44357,小孩,440303002,2,0,1,440303
44358,44,440303002,1,0,9,440303
44359,34,440303002,1,10,3,440303
44360,37,440326001,1,20,85,440326
44361,62,440303002,1,35,9,440303
44362,42,,1,25,353,
44363,42,,2,25,263,
44364,45,,1,60,3,
44365,36,440303002,2,5,9,440303
44366,未入,440303002,1,1,3,440303
44367,33,,2,15,1,
44368,21,440303002,2,45,16,440303
44369,  ,440303002,1,1,4,440303
44370,43,440307003,1,20,2865,440307
44371,22,440303002,2,60,3,440303
44372,35,440303002,1,0,2,440303
44373,52,,2,20,77,
44374,61,440303002,1,5,4,440303
44375,54,440303002,2,20,2,440303
44376,51,,2,50,38,
44377,43,440306007,1,20,2,440306
44378,C1,440303002,1,5,1,440303
44379,未入,440303002,2,1,2,440303
44380,50,440303002,1,1,3,440303
44381,42,,2,20,192,
44382,23,440303002,1,70,1,440303
44383,22,440303002,1,75,1,440303
44384,46,440303002,2,10,1,440303
44385,15,440303002,1,60,1,440303
44386,32,440303002,1,15,1,440303
44387,14,440303002,2,50,1,440303
44388,无证,440303002,1,0,4,440303
44389,51,440303002,1,65,5,440303
44390,65,440303002,1,15,4,440303
44391,43,,2,35,132,
44392,  ,440303002,2,5,1,440303
44393,12,440303002,1,60,3,440303
44394,63,440303002,2,25,1,440303
44395,51,,1,55,35,
44396,21,440303002,1,1,1,440303
44397,32,,2,20,6,
44398,65,,2,20,17,
44399,51,440307002,2,40,545,440307
44400,1,440303002,2,5,3,440303
44401,36,,1,30,157,
44402,44,,2,1,103,
44403,无有,440303002,2,25,1,440303
44404,45,,2,40,64,
44405,22,440307004,2,35,21,440307
44406,62,440303002,1,10,3,440303
44407,22,,2,60,7,
44408,52,,2,50,5,
44409,61,440303002,1,10,1,440303
44410,36,440303002,2,80,1,440303
44411,36,,2,55,15,
44412,51,440303002,1,80,1,440303
44413,42,440303001,2,25,257,440303
44414,无,440303001,2,0,167,440303
44415,44,440303001,1,50,261,440303
44416,无,440303001,1,1,272,440303
44417,44,440303001,1,5,348,440303
44418,45,440303001,1,30,92,440303
44419,无,440303001,2,1,229,440303
44420,34,440303001,1,20,27,440303
44421,44,440303001,1,25,1075,440303
44422,51,440303001,1,60,44,440303
44423,44,440303001,1,55,144,440303
44424,无,440303001,1,0,221,440303
44425,51,440303001,1,25,131,440303
44426,43,440303001,1,30,137,440303
44427,44,440326006,1,25,2312,440326
