   ,CRADNO,QHAREAID,SEX,AGEGROUP,NUM,qu
10495,46,440305006,1,35,8,440305
10496,41,440305006,1,1,8,440305
10497,62,440305006,1,35,9,440305
10498,36,440305006,2,1,10,440305
10499,35,440305006,1,60,1,440305
10500,19,440305006,2,20,3,440305
10501,35,440305006,2,5,5,440305
10502,36,440305006,1,85,2,440305
10503,21,440305006,1,70,3,440305
10504,未上,440305006,1,1,1,440305
10505,36,440305006,1,10,10,440305
10506,41,440305006,1,85,2,440305
10507,61,440305006,1,50,6,440305
10508,34,440305006,1,65,2,440305
10509,50,440305006,2,1,1,440305
10510,0,440305006,1,1,1,440305
10511,20,440305006,2,10,3,440305
10512,45,440305006,1,70,2,440305
10513,32,440305006,1,70,6,440305
10514,61,440305006,2,70,3,440305
10515,65,440305006,2,45,2,440305
10516,13,440305006,1,5,3,440305
10517,15,440305006,1,60,5,440305
10518,23,440305006,1,10,4,440305
10519,14,440305006,2,35,5,440305
10520,50,440305006,1,5,3,440305
10521,14,440305006,2,30,3,440305
10522,64,440305006,2,25,1,440305
10523,11,440305006,1,55,1,440305
10524,53,440305006,1,35,5,440305
10525,62,440305006,1,50,1,440305
10526,i2,440305006,1,1,1,440305
10527,19,440305006,2,45,1,440305
10528,21,440305006,1,15,2,440305
10529,0,440305006,2,10,2,440305
10530,52,440305007,1,25,33,440305
10531,34,440305007,2,65,7,440305
10532,37,440305007,2,50,6,440305
10533,43,440305007,1,35,110,440305
10534,37,440305007,2,35,16,440305
10535,43,440305007,1,25,327,440305
10536,43,440305007,1,30,194,440305
10537,42,440305007,2,20,247,440305
10538,23,440305007,2,35,17,440305
10539,45,440305007,2,40,33,440305
10540,44,440305007,2,40,92,440305
10541,42,440305007,2,40,88,440305
10542,43,440305007,1,50,43,440305
10543,36,440305007,2,35,73,440305
10544,51,440305007,1,35,81,440305
10545,15,440305007,2,1,2,440305
10546,14,440305007,1,25,22,440305
10547,44,440305007,2,55,33,440305
10548,41,440305007,1,50,27,440305
10549,43,440305007,2,15,92,440305
10550,61,440305007,2,35,24,440305
10551,23,440305007,2,50,10,440305
10552,32,440305007,1,5,3,440305
10553,22,440305007,2,35,15,440305
10554,45,440305007,1,45,26,440305
10555,42,440305007,1,45,102,440305
10556,44,440305007,1,10,32,440305
10557,53,440305007,1,25,19,440305
10558,43,440305007,2,1,14,440305
10559,12,440305007,1,20,1,440305
10560,52,440305007,1,20,64,440305
10561,36,440305007,2,20,111,440305
10562,32,440305006,2,0,1,440305
10563,41,440305007,2,15,40,440305
10564,34,440305007,1,70,3,440305
10565,34,440305007,2,50,14,440305
10566,51,440305006,2,80,1,440305
10567,37,440305006,1,5,1,440305
10568,46,440305007,1,45,4,440305
10569,33,440305006,2,70,2,440305
10570,63,440305006,1,75,1,440305
10571,65,440305006,1,30,1,440305
10572,42,440305007,1,60,31,440305
10573,22,440305007,1,20,20,440305
10574,11,440305007,1,45,13,440305
10575,61,440305007,2,85,1,440305
10576,34,440305007,2,55,12,440305
10577,未说,440305006,2,1,1,440305
10578,36,440305007,1,70,4,440305
10579,21,440305007,2,35,28,440305
10580,52,440305007,2,25,24,440305
10581,51,440305007,1,1,10,440305
10582,19,440305007,1,85,3,440305
10583,11,440305007,1,25,5,440305
10584,65,440305006,1,50,1,440305
10585,35,440305006,2,1,2,440305
10586,14,440305006,2,45,1,440305
10587,23,440305006,2,70,1,440305
10588,1,440305006,2,0,1,440305
10589,15,440305007,1,50,2,440305
10590,43,440305007,1,70,4,440305
10591,12,440305006,1,10,1,440305
10592,64,440305006,1,55,1,440305
10593,31,440305007,2,70,1,440305
10594,14,440305007,1,75,2,440305
10595,41,440305007,2,55,9,440305
10596,32,440305007,2,55,10,440305
10597,35,440305007,2,5,6,440305
10598,33,440305007,2,30,9,440305
10599,33,440305007,2,45,4,440305
10600,13,440305007,1,15,6,440305
10601,31,440305007,1,40,4,440305
10602,34,440305007,1,55,4,440305
10603,37,440305007,2,10,1,440305
10604,46,440305007,1,1,2,440305
10605,21,440305007,2,20,9,440305
10606,41,440305007,1,55,10,440305
10607,46,440305007,2,50,2,440305
10608,32,440305007,2,15,6,440305
10609,34,440305007,1,1,8,440305
10610,15,440305007,2,30,4,440305
10611,52,440305007,1,45,6,440305
10612,65,440305007,1,20,13,440305
10613,50,440305007,1,1,5,440305
10614,33,440305007,2,40,6,440305
10615,31,440305007,1,45,2,440305
10616,20,440305007,2,5,1,440305
10617,62,440305007,2,15,6,440305
10618,44,440305007,2,75,4,440305
10619,23,440305007,1,1,2,440305
10620,42,,1,65,4,
10621,35,440305007,2,65,1,440305
10622,50,440305007,2,1,2,440305
10623,0,440305007,1,1,3,440305
10624,65,,1,15,14,
10625,50,440305007,2,5,3,440305
10626,34,440305007,1,80,1,440305
10627,33,440305007,1,10,2,440305
10628,35,440305007,1,0,1,440305
10629,未入,440305007,1,0,1,440305
10630,63,440305007,2,65,1,440305
10631,32,440305007,1,55,6,440305
10632,64,440305007,2,35,3,440305
10633,0,440305007,2,1,3,440305
10634,33,440305007,1,55,3,440305
10635,不详,440305007,1,0,1,440305
10636,44,440305008,2,55,90,440305
10637,43,440305008,1,30,390,440305
10638,13,440305008,2,55,4,440305
10639,0,440305007,2,0,2,440305
10640,61,440305008,1,30,60,440305
10641,42,440305008,1,25,600,440305
10642,51,440305008,2,20,138,440305
10643,36,440305008,1,20,240,440305
10644,15,440305008,2,40,6,440305
10645,44,440305008,1,75,19,440305
10646,37,440305008,1,55,10,440305
10647,13,440305007,2,5,1,440305
10648,41,440305008,2,55,17,440305
10649,51,440305008,2,40,159,440305
10650,50,440305008,2,25,54,440305
10651,44,440305008,2,70,22,440305
10652,43,440305008,2,15,110,440305
10653,42,440305008,1,5,40,440305
10654,36,440305008,2,40,49,440305
10655,23,440305007,2,0,1,440305
10656,61,440305008,1,35,56,440305
10657,62,440305007,1,5,1,440305
10658,64,440305008,2,35,2,440305
10659,20,440305007,2,0,1,440305
10660,42,440305008,1,30,338,440305
10661,31,440305007,1,50,1,440305
10662,61,440305007,2,1,1,440305
10663,51,440305008,1,40,159,440305
10664,37,440305008,2,20,13,440305
10665,46,440305008,1,80,1,440305
10666,15,440305008,1,1,1,440305
10667,21,440305008,2,5,5,440305
10668,37,440305008,2,45,8,440305
10669,51,440305008,2,65,11,440305
10670,51,440305008,1,5,22,440305
10671,61,440305008,1,0,3,440305
10672,13,440305008,2,25,25,440305
10673,14,440305008,1,35,18,440305
10674,37,440305008,2,35,22,440305
10675,41,440305008,1,15,57,440305
10676,44,440305008,1,10,83,440305
10677,23,440305008,2,35,27,440305
10678,44,440305008,1,60,53,440305
10679,43,440305008,1,70,9,440305
10680,21,440305008,2,55,12,440305
10681,37,440305008,2,50,12,440305
10682,53,440305008,1,20,48,440305
10683,46,440305008,1,25,34,440305
10684,35,440305008,2,35,12,440305
10685,11,440305008,2,30,5,440305
10686,61,440305008,2,50,21,440305
10687,51,440305008,1,65,13,440305
10688,32,440305008,2,5,4,440305
10689,44,440305008,2,75,11,440305
10690,65,440305008,1,45,5,440305
10691,43,440305008,2,5,45,440305
10692,36,440305008,2,1,29,440305
10693,62,440305008,1,25,34,440305
10694,22,440305008,1,35,29,440305
10695,46,440305008,1,45,5,440305
10696,52,440305008,2,5,2,440305
10697,65,440305008,1,75,2,440305
10698,41,440305008,2,35,74,440305
10699,64,440305008,1,25,3,440305
10700,41,440305008,1,1,23,440305
10701,11,440305008,1,40,3,440305
10702,15,440305008,1,60,4,440305
10703,32,440305008,1,60,6,440305
10704,32,440305008,1,50,7,440305
10705,11,440305008,1,25,2,440305
10706,32,440305008,1,40,31,440305
10707,15,440305008,1,65,3,440305
10708,52,440305008,2,30,18,440305
10709,65,440305008,2,25,4,440305
10710,44,440305008,1,85,3,440305
10711,42,440305008,2,80,3,440305
10712,52,440305008,1,35,16,440305
10713,21,440305008,1,15,4,440305
10714,0,440305008,1,1,2,440305
10715,36,440305008,1,70,9,440305
10716,53,440305008,2,60,1,440305
10717,63,440305008,1,55,1,440305
10718,61,440305008,1,5,10,440305
10719,41,440305008,2,65,8,440305
10720,31,440305008,1,40,4,440305
10721,41,440305008,1,0,5,440305
10722,50,440305008,1,15,18,440305
10723,62,440305008,2,1,4,440305
10724,无,440305008,1,10,5,440305
10725,21,440305008,2,1,2,440305
10726,34,440305008,1,55,8,440305
10727,53,440305008,2,40,5,440305
10728,12,440305008,2,25,4,440305
10729,15,440305008,2,30,8,440305
10730,61,440305008,1,10,4,440305
10731,11,440305008,1,45,8,440305
10732,11,440305008,2,45,4,440305
10733,50,440305008,1,0,2,440305
10734,31,440305008,1,25,2,440305
10735,未上,440305008,1,0,3,440305
10736,63,440305008,2,30,4,440305
10737,61,440305008,2,5,8,440305
10738,46,440305008,1,15,11,440305
10739,23,440305008,2,5,1,440305
10740,53,440305008,1,45,2,440305
10741,23,440305008,2,1,3,440305
10742,15,440305008,1,55,2,440305
10743,14,440305008,2,40,3,440305
10744,未上,440305008,1,1,1,440305
10745,61,440305008,1,75,1,440305
10746,63,440305008,1,20,1,440305
10747,46,440305008,1,1,1,440305
10748,46,440305008,1,65,4,440305
10749,21,440305008,1,80,1,440305
10750,45,440305008,2,0,2,440305
10751,65,440305008,2,65,1,440305
10752,15,440305008,2,15,1,440305
10753,46,440305008,2,55,3,440305
10754,52,440306001,1,25,1281,440306
10755,44,440306001,1,45,2152,440306
10756,45,440306001,1,15,2654,440306
10757,37,440306001,2,30,152,440306
10758,41,440306001,2,5,146,440306
10759,46,440306001,2,20,460,440306
10760,44,440306001,1,10,1020,440306
10761,35,440306001,2,55,82,440306
10762,43,440306001,1,40,1654,440306
10763,42,440306001,1,35,1468,440306
10764,32,440306001,2,25,125,440306
10765,43,440306001,2,40,1215,440306
10766,51,440306001,1,30,1367,440306
10767,无,440306001,1,15,293,440306
10768,42,440306001,2,45,759,440306
10769,36,440306001,1,55,251,440306
10770,13,440306001,1,25,190,440306
10771,无身,440306001,2,60,2,440306
10772,64,440306001,2,35,5,440306
10773,23,440306001,2,15,23,440306
10774,34,440306001,2,20,427,440306
10775,45,440306001,1,60,84,440306
10776,65,440306001,1,25,48,440306
10777,50,440306001,1,15,203,440306
10778,46,440306001,1,20,552,440306
10779,22,440306001,1,1,16,440306
10780,42,440306001,2,15,397,440306
10781,45,440306001,2,10,87,440306
10782,36,440306001,1,10,157,440306
10783,51,440306001,1,5,169,440306
10784,无,440306001,1,60,141,440306
10785,43,440306001,1,5,432,440306
10786,无,440306001,2,85,23,440306
10787,46,440306001,1,40,61,440306
10788,53,440306001,2,45,59,440306
10789,62,440306001,1,25,288,440306
10790,22,440306001,1,20,113,440306
10791,42,440306001,1,1,241,440306
10792,37,440306001,2,50,52,440306
10793,14,,1,20,13,
10794,暂无,440306001,1,0,6,440306
10795,45,440306001,1,50,239,440306
10796,无,440306001,1,65,78,440306
10797,11,440305008,2,5,1,440305
10798,61,440306001,1,55,50,440306
10799,19,440306001,2,60,11,440306
10800,51,440306001,1,65,102,440306
10801,20,440305008,1,0,1,440305
10802,32,440306001,1,55,32,440306
10803,14,440306001,1,30,94,440306
10804,44,440306001,2,65,233,440306
10805,52,440306001,1,15,880,440306
10806,44,440306001,2,0,48,440306
10807,46,440305008,1,70,1,440305
10808,15,440306001,1,25,84,440306
10809,32,440306001,2,60,33,440306
10810,23,440306001,1,30,209,440306
10811,21,440306001,1,35,45,440306
10812,35,440306001,2,50,79,440306
10813,65,440306001,1,20,23,440306
10814,45,440306001,1,5,183,440306
10815,43,440306001,2,65,163,440306
10816,无身,440306001,2,1,28,440306
10817,61,440306001,2,60,66,440306
10818,46,440306001,1,30,262,440306
10819,46,440306001,1,50,27,440306
10820,46,440306001,2,0,1,440306
10821,无,440306001,1,80,21,440306
10822,44,440306001,1,75,67,440306
10823,无无,440306001,2,1,1,440306
10824,62,440306001,1,50,11,440306
10825,61,440306001,1,5,37,440306
10826,21,440306001,2,30,71,440306
10827,23,440306001,2,65,13,440306
10828,15,440306001,2,1,5,440306
10829,53,440306001,2,30,199,440306
10830,小孩,440306001,2,0,81,440306
10831,，,440306001,2,1,25,440306
10832,19,440306001,1,15,10,440306
10833,15,440306001,1,40,22,440306
10834,23,440306001,2,0,2,440306
10835,14,440306001,2,55,32,440306
10836,14,440306001,2,60,18,440306
10837,23,440306001,2,10,11,440306
10838,41,440306001,2,65,55,440306
10839,65,440306001,1,45,7,440306
10840,32,440306001,1,60,19,440306
10841,32,440306001,1,15,27,440306
10842,暂无,440306001,1,1,14,440306
10843,15,440306001,1,45,16,440306
10844,35,440306001,2,60,46,440306
10845,34,440306001,1,1,58,440306
10846,19,440306001,1,40,4,440306
10847,43,440306001,2,10,205,440306
10848,34,440306001,1,10,46,440306
10849,，,440306001,1,0,9,440306
10850,20,440306001,1,5,18,440306
10851,37,440306001,2,0,1,440306
10852,12,440306001,1,25,6,440306
10853,51,440306001,2,75,28,440306
10854,15,440306001,2,15,4,440306
10855,44,440306001,2,80,30,440306
10856,61,440306001,1,75,7,440306
10857,13,440306001,1,50,20,440306
10858,61,440306001,2,45,86,440306
10859,11,440306001,1,40,7,440306
10860,，,440306001,1,10,4,440306
10861,51,440306001,2,70,35,440306
10862,41,440306001,2,75,12,440306
10863,32,440306001,2,15,12,440306
10864,23,440306001,1,65,14,440306
10865,15,440306001,2,45,15,440306
10866,未提,440306001,1,75,1,440306
10867,33,440306001,1,65,7,440306
10868,33,440306001,2,1,14,440306
10869,62,440306001,1,1,8,440306
10870,23,440306001,1,10,18,440306
10871,11,440306001,2,1,2,440306
10872,21,440306001,2,10,6,440306
10873,12,440306001,1,60,2,440306
10874,12,440306001,1,20,5,440306
10875,32,440306001,1,65,10,440306
10876,46,440306001,1,65,11,440306
10877,64,440306001,2,60,3,440306
10878,65,440306001,2,65,5,440306
10879,42,440306001,1,80,4,440306
10880,14,440306001,1,5,4,440306
10881,14,440306001,1,65,6,440306
10882,65,440306001,2,35,18,440306
10883,35,440306001,1,75,2,440306
10884,50,440306001,1,35,2,440306
10885,无证,440306001,1,0,3,440306
10886,无计,440306001,2,1,1,440306
10887,.,440306001,1,10,8,440306
10888,_,440306001,2,1,8,440306
10889,65,440306001,1,30,25,440306
10890,-,440306001,1,10,6,440306
10891,不祥,440306001,2,0,5,440306
10892,无带,440306001,1,5,1,440306
10893,不祥,440306001,2,65,1,440306
10894,1,440306001,2,5,31,440306
10895,37,440306001,1,0,1,440306
10896,11,440306001,2,5,4,440306
10897,五无,440306001,2,1,1,440306
10898,学生,440306001,2,10,3,440306
10899,暂无,440306001,2,10,6,440306
10900,32,440306001,2,80,1,440306
10901,其他,440306001,2,1,11,440306
10902,额无,440306001,1,5,1,440306
10903,33,440306001,2,75,1,440306
10904,22,,1,35,7,
10905,学生,440306001,1,1,1,440306
10906,无 ,440306001,1,10,1,440306
10907,無,440306001,1,1,1,440306
10908,14,440306001,2,40,7,440306
10909,元,440306001,2,0,2,440306
10910,55,440306001,1,1,1,440306
10911,无，,440306001,1,1,3,440306
10912,未办,440306001,1,0,1,440306
10913,无，,440306001,2,0,1,440306
10914,无，,440306001,1,60,1,440306
10915,正在,440306001,1,10,1,440306
10916,11,440306001,2,65,1,440306
10917,35,440306001,1,80,2,440306
10918,36,440306001,1,85,1,440306
10919,0,440306001,2,10,4,440306
10920,双胞,440306001,2,1,1,440306
10921,未入,440306001,1,1,1,440306
10922,34,440306001,1,0,1,440306
10923,19,440306001,2,25,3,440306
10924,46,440306001,2,80,2,440306
10925,1,440306001,1,80,2,440306
10926, ，,440306001,2,5,1,440306
10927,不记,440306001,1,15,1,440306
10928,63,440306001,2,1,1,440306
10929,11,440306001,1,1,1,440306
10930,23,440306001,1,0,1,440306
10931,暂无,440306001,2,75,1,440306
10932,8,440306001,2,5,1,440306
10933,55,440306001,1,0,1,440306
10934,6,440306001,2,5,1,440306
10935,53,440306002,1,20,706,440306
10936,43,440306002,1,15,1480,440306
10937,44,440306002,1,55,323,440306
10938,41,440306002,2,25,1668,440306
10939,53,440306002,2,10,5,440306
10940,21,440306002,1,30,24,440306
10941,42,440306002,2,20,1979,440306
10942,43,440306002,2,50,744,440306
10943,"无
",440306002,2,1,47,440306
10944,43,440306002,2,15,1433,440306
10945,34,440306002,1,10,21,440306
10946,51,440306002,2,35,558,440306
10947,43,440306002,2,40,941,440306
10948,51,440306002,2,40,668,440306
10949,43,440306002,1,65,71,440306
10950,43,440306002,2,10,134,440306
10951,无,440306002,1,1,2732,440306
10952,36,440306002,1,40,612,440306
10953,无,440306002,2,0,1464,440306
10954,41,440306002,1,45,311,440306
10955,44,440306002,2,50,471,440306
10956,44,440306002,2,45,681,440306
10957,41,440306002,1,1,155,440306
10958,61,440306002,1,30,433,440306
10959,42,440306002,1,5,226,440306
10960,45,440306002,2,30,2966,440306
10961,36,440306002,2,10,69,440306
10962,20,440306002,1,0,12,440306
10963,51,440306002,1,15,590,440306
10964,无身,440306002,1,1,138,440306
10965,37,440306002,1,50,20,440306
10966,36,440306002,1,5,189,440306
10967,33,440306002,1,20,49,440306
10968,65,440306002,2,20,14,440306
10969,43,440306002,1,45,833,440306
10970,52,440306002,1,15,890,440306
10971,61,440306002,2,15,116,440306
10972,44,440306002,2,10,334,440306
10973,46,440306002,1,25,426,440306
10974,52,440306002,1,20,1740,440306
10975,35,440306002,1,40,86,440306
10976,36,440306002,2,35,524,440306
10977,41,440306002,2,15,473,440306
10978,43,440306002,2,60,214,440306
10979,53,440306002,2,25,491,440306
10980,44,440306002,1,0,38,440306
10981,15,440306002,2,15,1,440306
10982,13,440306002,1,35,21,440306
10983,44,440306002,2,60,203,440306
10984,50,440306002,1,40,1,440306
10985,42,440306002,1,60,115,440306
10986,无身,440306002,2,60,5,440306
10987,53,440306002,2,45,36,440306
10988,45,440306002,2,65,43,440306
10989,45,440306002,1,55,93,440306
10990,52,440306002,1,50,45,440306
10991,34,440306002,1,45,102,440306
10992,21,440306002,1,45,14,440306
10993,35,440306002,2,35,39,440306
10994,46,440306002,2,35,56,440306
10995,45,440306002,1,1,178,440306
10996,61,440306002,1,10,11,440306
10997,51,440306002,2,10,58,440306
10998,23,440306002,2,5,4,440306
10999,42,440306002,2,75,5,440306
11000,元,440306002,2,1,1,440306
11001,52,440306002,2,65,8,440306
11002,22,440306002,1,50,12,440306
11003,32,440306002,2,40,19,440306
11004,42,440306003,1,30,2484,440306
11005,62,440306002,2,15,58,440306
11006,41,,2,55,7,
11007,37,440306002,1,40,33,440306
11008,15,440306002,2,30,10,440306
11009,45,440306002,1,65,27,440306
11010,52,440306002,1,1,47,440306
11011,41,440306002,2,0,11,440306
11012,53,440306002,1,45,35,440306
11013,32,440306002,2,45,16,440306
11014,64,440306002,1,25,9,440306
11015,21,440306002,1,55,11,440306
11016,52,440306002,1,60,8,440306
11017,65,440306002,1,15,4,440306
11018,62,440306002,2,5,7,440306
11019,46,440306002,2,1,7,440306
11020,33,440306002,2,25,23,440306
11021,44,440306002,1,75,13,440306
11022,63,440306002,2,5,1,440306
11023,63,440306002,1,1,1,440306
11024,64,440306002,2,20,7,440306
11025,37,440306002,2,10,3,440306
11026,50,440306002,1,10,22,440306
11027,65,440306002,1,55,2,440306
11028,13,440306002,2,65,4,440306
11029,36,440306002,2,80,5,440306
11030, 无,440306002,1,1,3,440306
11031,21,440306002,2,60,4,440306
11032,31,440306002,2,55,1,440306
11033,33,440306002,2,65,1,440306
11034,44,440307005,2,25,3477,440307
11035,未上,440306002,2,1,5,440306
11036,32,440306002,1,5,8,440306
11037,43,440306004,1,30,3709,440306
11038,32,440306002,2,75,1,440306
11039,45,,1,10,3,
11040,41,440306008,1,20,2,440306
11041,45,440306002,2,75,3,440306
11042,63,440306002,1,5,2,440306
11043,"无
",440306002,2,5,9,440306
11044,14,440306002,1,45,8,440306
11045,44,440307002,1,35,1816,440307
11046,43,440306004,1,25,6220,440306
11047,43,440326004,1,25,1810,440326
11048,53,440306002,1,1,8,440306
11049,50,,2,15,22,
11050,62,440306002,1,0,1,440306
11051,23,440306002,1,10,2,440306
11052,37,440306002,2,55,6,440306
11053,43,440307005,1,30,1853,440307
11054,22,440306002,2,10,1,440306
11055,63,440306002,1,10,2,440306
11056,小孩,440306002,2,1,5,440306
11057,34,440306002,2,70,3,440306
11058,44,440308002,1,20,937,440308
11059,21,,1,30,6,
11060,45,440306003,2,30,4263,440306
11061,45,440306003,1,40,1163,440306
11062,62,440306002,1,10,1,440306
11063,其它,440306002,1,1,11,440306
11064,42,440306002,1,80,2,440306
11065,45,440306002,1,85,1,440306
11066,36,440306002,1,75,2,440306
11067,其它,440306002,2,15,2,440306
11068,未上,440306002,1,5,1,440306
11069,其,440306002,2,80,1,440306
11070,"
无",440306002,1,1,1,440306
11071,未带,440306002,2,70,1,440306
11072,20,440306002,2,10,1,440306
11073,62,440306002,2,65,1,440306
11074,51,440316001,1,20,1,440316
11075,无证,440306002,2,80,1,440306
11076,44,440309002,2,15,3681,440309
11077,0,440306002,1,1,3,440306
11078,无证,440306002,2,10,4,440306
11079,52,440309002,1,20,2575,440309
11080,52,440307005,1,25,899,440307
11081,43,440306009,2,25,1,440306
11082,45,440309002,2,25,6917,440309
11083,43,440306003,2,25,5938,440306
11084,0,440306002,1,10,1,440306
11085,36,440307005,1,25,1587,440307
11086,43,440306003,1,40,2109,440306
11087,43,440307001,1,25,2113,440307
11088,无非,440306002,1,0,1,440306
11089,44,440306010,2,20,1,440306
11090,44,440309002,1,35,2382,440309
11091,44,440309001,2,15,483,440309
11092,45,440307007,1,30,894,440307
11093,五,440306002,2,1,1,440306
11094,43,440306003,2,30,3265,440306
11095,50,440306003,2,25,353,440306
11096,42,440306003,1,45,609,440306
11097,32,440306003,1,35,53,440306
11098,45,440306003,2,55,179,440306
11099,35,440306003,1,25,313,440306
11100,37,440306003,2,30,82,440306
11101,43,440306003,1,1,698,440306
11102,35,440306003,1,45,106,440306
11103,45,440306003,2,15,3524,440306
11104,44,440306003,1,5,1015,440306
11105,43,440306003,2,60,265,440306
11106,45,440306003,2,1,357,440306
11107,44,440306003,1,45,1262,440306
11108,13,440306003,2,35,16,440306
11109,34,440306003,1,35,244,440306
11110,44,440306003,2,5,780,440306
11111,52,440306003,1,5,69,440306
11112,42,440306003,1,10,135,440306
11113,46,440306003,2,30,112,440306
11114,53,440306003,1,40,132,440306
11115,15,440306003,1,30,24,440306
11116,41,440306003,1,1,214,440306
11117,53,440306003,2,5,16,440306
11118,无,440306003,2,1,3119,440306
11119,44,440306003,2,45,894,440306
11120,43,440306003,1,65,110,440306
11121,61,440306003,2,15,186,440306
11122,44,440306003,1,65,130,440306
11123,50,440306003,1,5,41,440306
11124,52,440306003,2,45,126,440306
11125,62,440306003,1,25,328,440306
11126,34,440306003,1,10,39,440306
11127,41,440306003,1,50,203,440306
11128,51,440306003,2,5,156,440306
11129,52,440306003,1,60,18,440306
11130,62,440306003,2,45,16,440306
11131,52,440306003,2,5,47,440306
11132,41,440306003,2,60,78,440306
11133,未上,440306003,2,1,31,440306
11134,23,440306003,1,40,48,440306
11135,无法,440306003,2,0,8,440306
11136,34,440306003,2,10,20,440306
11137,45,440306003,2,0,44,440306
11138,62,440306003,1,40,39,440306
11139,35,440306003,1,35,142,440306
11140,62,440306003,2,25,256,440306
11141,46,440306003,1,30,158,440306
11142,46,440306003,1,40,28,440306
11143,45,440306003,1,0,56,440306
11144,32,440306003,2,30,32,440306
11145,33,440306003,1,20,48,440306
11146,45,440306003,1,10,213,440306
11147,32,440306003,2,1,15,440306
11148,34,440306003,2,50,48,440306
11149,53,440306003,1,55,9,440306
11150,32,440306003,2,40,21,440306
11151,11,440306003,1,45,5,440306
11152,45,440306003,1,65,36,440306
11153,22,440306003,1,20,27,440306
11154,34,440306003,2,55,29,440306
11155,14,440306003,1,30,52,440306
11156,37,440306003,1,55,12,440306
11157,62,440306003,2,50,15,440306
11158,13,440306003,2,5,4,440306
11159,32,440306003,1,45,36,440306
11160,35,440306003,2,55,23,440306
11161,42,440306003,2,80,4,440306
11162,45,,2,10,3,
11163,33,440306003,2,35,19,440306
11164,未入,440306003,1,1,6,440306
11165,未能,440306003,1,10,8,440306
11166,62,440306003,2,1,17,440306
11167,未上,,2,0,1,
11168,52,440306003,1,0,9,440306
11169,51,440306009,1,25,1,440306
11170,62,440306003,2,40,22,440306
11171,45,440306004,2,50,267,440306
11172,无上,440306003,1,1,2,440306
11173,45,440306003,2,70,20,440306
11174,42,,2,10,11,
11175,13,440306003,1,1,8,440306
11176,50,440306003,1,1,49,440306
11177,35,440306003,1,65,7,440306
11178,23,,1,10,1,
11179,65,440306003,2,25,12,440306
11180,43,440306003,2,75,20,440306
11181,53,440306003,2,60,5,440306
11182,13,440306003,2,15,6,440306
11183,44,440306004,1,25,4299,440306
11184,37,440306003,2,5,14,440306
11185,未,440306003,2,0,1,440306
11186,45,,1,0,2,
11187,23,,2,65,4,
11188,22,440306003,2,45,11,440306
11189,41,440306006,2,25,1351,440306
11190,63,440306003,1,55,2,440306
11191,41,440307011,1,20,1,440307
11192,13,440306003,1,15,12,440306
11193,22,440306003,1,1,6,440306
11194,12,440306003,2,25,3,440306
11195,待查,440306003,1,15,1,440306
11196,11,440306003,2,5,2,440306
11197,。,440306003,1,5,7,440306
11198,36,440306003,1,75,8,440306
11199,51,440306003,2,75,19,440306
11200,13,440306003,1,55,2,440306
11201,36,440306003,2,70,11,440306
11202,31,440306003,1,30,3,440306
11203,63,440306003,1,40,7,440306
11204,放老,440306003,2,10,2,440306
11205,23,440306003,1,5,6,440306
11206,无身,440306003,2,0,40,440306
11207,35,440306003,1,80,1,440306
11208,没带,440306003,1,15,3,440306
11209,不祥,440306003,2,10,1,440306
11210,还未,440306003,1,0,1,440306
11211,15,440306003,2,55,7,440306
11212,22,440306003,2,5,6,440306
11213,20,440306003,2,10,1,440306
11214,老人,440306003,2,60,2,440306
11215,不祥,440306003,1,10,1,440306
11216,37,440306003,1,65,3,440306
11217,34,440306003,1,75,1,440306
11218,"
沒",440306003,2,1,1,440306
11219,63,440306003,2,45,1,440306
11220,31,440306003,2,20,1,440306
11221,"
无",440306003,2,1,1,440306
11222,44,440306003,1,85,5,440306
11223,21,440306003,2,80,1,440306
11224,学生,440306003,1,10,1,440306
11225,五,440306003,2,5,1,440306
11226,未能,440306003,1,70,1,440306
11227,62,440306003,2,60,6,440306
11228,21,440306003,2,5,4,440306
11229,14,440306003,2,10,2,440306
11230,44,440307006,2,30,1879,440307
11231,43,440309002,2,55,321,440309
11232,33,440306003,2,65,1,440306
11233,32,440306011,1,55,24,440306
11234,32,440306003,1,65,2,440306
11235,31,440306003,2,35,1,440306
11236,33,440306004,1,20,41,440306
11237,42,440306003,1,85,4,440306
11238,65,440306003,1,5,2,440306
11239,12,440306003,1,20,2,440306
11240,63,440306003,2,10,2,440306
11241,其它,440306003,2,0,2,440306
11242,暂未,440306003,1,0,1,440306
11243,64,440306003,2,35,1,440306
11244,52,440306009,1,35,1,440306
11245,13,440306003,1,70,1,440306
11246,34,440306003,2,80,1,440306
11247,12,440306003,1,1,1,440306
11248,65,440306003,1,0,1,440306
11249,元,440306003,2,0,1,440306
11250,44,440307008,1,25,1520,440307
11251,31,,1,40,1,
11252,无,440306004,2,0,1675,440306
11253,42,440306004,2,35,704,440306
11254,41,440306004,1,5,97,440306
11255,51,440306004,2,5,69,440306
11256,44,440306004,2,60,156,440306
11257,51,440306004,1,45,882,440306
11258,36,440306004,1,30,1282,440306
11259,44,440306004,1,30,2754,440306
11260,51,440306004,2,40,888,440306
11261,42,440306004,2,60,113,440306
11262,43,440306004,2,65,60,440306
11263,小孩,440306004,2,1,190,440306
11264,41,440306004,1,15,689,440306
11265,52,440306004,1,50,71,440306
11266,45,440306004,2,35,1232,440306
