date,district_code,Record_Count
2015-06-24,440311,3
2015-06-25,411426,1
2015-06-25,440304,6
2015-06-25,440305,11
2015-06-25,440306,12
2015-06-25,440307,1
2015-06-25,440309,1
2015-06-25,440311,1
2015-06-25,440312,1
2015-06-26,440303,2
2015-06-26,440304,14
2015-06-26,440305,10
2015-06-26,440306,9
2015-06-26,440307,6
2015-06-26,440311,5
2015-06-26,440312,1
2015-06-27,440303,2
2015-06-27,440304,4
2015-06-27,440305,7
2015-06-27,440306,8
2015-06-27,440307,1
2015-06-27,440311,1
2015-06-28,440303,3
2015-06-28,440304,9
2015-06-28,440305,9
2015-06-28,440306,9
2015-06-28,440307,8
2015-06-28,441523,1
2015-06-28,441901,1
2015-06-28,445381,1
2015-06-29,440303,4
2015-06-29,440304,3
2015-06-29,440305,6
2015-06-29,440306,3
2015-06-29,440307,4
2015-06-29,440309,1
2015-06-29,440311,2
2015-06-30,440303,2
2015-06-30,440304,1
2015-06-30,440305,9
2015-06-30,440306,6
2015-06-30,440307,6
2015-06-30,440308,1
2015-06-30,440309,1
2015-06-30,440311,3
2015-06-30,441901,1
2015-07-01,440303,1
2015-07-01,440304,12
2015-07-01,440305,5
2015-07-01,440306,6
2015-07-01,440307,5
2015-07-01,440310,2
2015-07-01,440311,2
2015-07-01,441901,2
2015-07-02,440303,5
2015-07-02,440304,2
2015-07-02,440305,4
2015-07-02,440306,5
2015-07-02,440307,1
2015-07-02,440310,1
2015-07-02,440311,1
2015-07-03,440303,2
2015-07-03,440304,4
2015-07-03,440305,6
2015-07-03,440306,3
2015-07-03,440307,2
2015-07-03,440311,3
2015-07-04,440303,4
2015-07-04,440304,13
2015-07-04,440305,7
2015-07-04,440306,7
2015-07-04,440307,1
2015-07-04,440311,3
2015-07-04,441901,1
2015-07-05,440303,1
2015-07-05,440304,3
2015-07-05,440305,4
2015-07-05,440306,8
2015-07-05,440307,3
2015-07-05,440311,1
2015-07-06,440304,3
2015-07-06,440305,7
2015-07-06,440306,7
2015-07-06,440307,4
2015-07-06,440311,1
2015-07-06,440312,1
2015-07-07,440303,2
2015-07-07,440304,3
2015-07-07,440305,4
2015-07-07,440306,5
2015-07-07,440310,1
2015-07-07,440311,1
2015-07-08,440303,2
2015-07-08,440304,2
2015-07-08,440305,1
2015-07-08,440306,8
2015-07-08,440311,2
2015-07-09,440304,1
2015-07-09,440305,4
2015-07-09,440306,1
2015-07-09,440307,2
2015-07-09,440310,1
2015-07-09,440311,1
2015-07-10,440303,2
2015-07-10,440304,3
2015-07-10,440305,3
2015-07-10,440306,4
2015-07-10,440309,1
2015-07-10,440310,2
2015-07-10,440311,1
2015-07-11,440303,5
2015-07-11,440305,2
2015-07-11,440306,3
2015-07-11,440307,1
2015-07-11,440309,1
2015-07-11,440311,1
2015-07-12,440303,3
2015-07-12,440304,2
2015-07-12,440305,3
2015-07-12,440306,1
2015-07-13,440304,3
2015-07-13,440305,4
2015-07-13,440306,4
2015-07-14,440303,1
2015-07-14,440305,3
2015-07-14,440306,2
2015-07-14,440307,2
2015-07-14,440311,1
2015-07-15,440303,3
2015-07-15,440304,3
2015-07-15,440305,1
2015-07-15,440306,2
2015-07-15,440307,5
2015-07-15,441901,1
2015-07-16,440304,2
2015-07-16,440307,3
2015-07-16,440311,1
2015-07-17,440303,2
2015-07-17,440305,5
2015-07-17,440306,4
2015-07-17,440307,1
2015-07-18,440303,1
2015-07-18,440307,1
2015-07-19,440303,2
2015-07-19,440304,4
2015-07-19,440307,1
2015-07-20,440303,1
2015-07-20,440304,1
2015-07-20,440307,1
2015-07-21,440303,1
2015-07-21,440304,1
2015-07-21,440305,2
2015-07-21,440307,2
2015-07-21,440310,1
2015-07-21,440311,1
2015-07-22,440304,2
2015-07-22,440306,2
2015-07-23,440307,1
2015-07-24,440303,1
2015-07-24,440304,1
2015-07-24,440309,1
2015-07-25,440305,2
2015-07-25,440307,2
2015-07-26,440305,1
2015-07-26,440306,1
2015-07-26,440311,2
2015-07-27,440304,4
2015-07-27,440307,2
2015-07-28,440304,1
2015-07-28,440305,1
2015-07-28,440306,1
2015-07-28,440307,2
2015-07-29,440305,1
2015-07-30,440305,2
2015-07-31,440304,1
2015-07-31,440306,1
2015-07-31,440309,1
2015-07-31,440311,1
2015-08-01,440305,1
2015-08-02,440304,1
2015-08-02,440305,1
2015-08-02,440307,1
2015-08-02,440311,1
2015-08-03,440303,1
2015-08-03,440304,2
2015-08-03,440305,2
2015-08-04,440307,1
2015-08-04,440311,1
2015-08-04,441303,1
2015-08-05,440305,1
2015-08-05,440306,6
2015-08-05,440307,1
2015-08-06,440304,1
2015-08-06,440306,1
2015-08-07,440311,1
2015-08-08,440305,1
2015-08-08,440307,1
2015-08-10,440303,1
2015-08-10,440306,3
2015-08-11,440304,1
2015-08-11,440305,1
2015-08-11,440307,1
2015-08-12,440306,1
2015-08-13,440303,1
2015-08-13,440306,1
2015-08-14,440305,1
2015-08-14,441901,1
2015-08-15,440304,1
2015-08-15,440305,1
2015-08-15,440306,1
2015-08-16,440305,2
2015-08-16,440307,1
2015-08-18,440305,1
2015-08-18,440307,1
2015-08-18,440308,1
2015-08-19,440305,2
2015-08-19,440307,1
2015-08-19,440311,1
2015-08-20,441303,1
2015-08-22,440304,1
2015-08-24,440306,1
2015-08-25,440306,1
2015-08-27,440305,2
2015-08-27,440306,3
2015-08-27,440310,1
2015-08-30,440304,1
2015-08-30,440305,1
2015-08-30,440307,1
2015-08-30,440312,1
2015-09-01,440304,1
2015-09-02,440307,1
2015-09-03,440307,1
2015-09-04,440303,1
2015-09-04,440304,2
2015-09-04,440307,1
2015-09-05,440304,1
2015-09-05,440305,1
2015-09-06,440304,1
2015-09-07,440304,1
2015-09-09,440304,1
2015-09-10,440305,2
2015-09-10,440307,1
2015-09-11,440303,1
2015-09-12,440303,2
2015-09-13,440304,1
2015-09-13,440305,1
2015-09-14,440307,1
2015-09-14,441424,1
2015-09-15,440304,1
2015-09-15,440305,1
2015-09-15,440311,1
2015-09-16,440303,1
2015-09-18,440307,1
2015-09-19,440307,1
2015-09-20,440303,1
2015-09-20,440311,1
2015-09-21,440304,1
2015-09-22,440303,1
2015-09-22,440305,1
2015-09-23,440304,1
2015-09-23,440311,1
2015-09-24,440307,1
2015-09-26,440311,1
2015-09-27,440304,1
2015-09-27,440305,1
2015-09-27,440309,1
2015-09-28,440306,1
2015-09-29,440304,2
2015-09-29,440311,1
2015-10-02,440305,1
2015-10-03,440306,1
2015-10-04,440305,1
2015-10-04,440306,1
2015-10-05,440303,1
2015-10-06,440303,1
2015-10-06,440304,1
2015-10-06,440306,1
2015-10-06,440311,1
2015-10-07,440305,3
2015-10-08,440306,1
2015-10-08,440307,1
2015-10-08,440310,1
2015-10-09,440303,1
2015-10-09,440305,2
2015-10-09,440307,1
2015-10-09,440311,1
2015-10-10,440303,1
2015-10-11,440306,1
2015-10-12,440305,1
2015-10-12,440307,1
2015-10-13,440305,1
2015-10-14,440306,1
2015-10-14,440311,2
2015-10-18,440305,1
2015-10-18,440307,1
2015-10-19,440309,1
2015-10-20,440306,2
2015-10-22,440303,1
2015-10-24,440306,1
2015-10-25,440306,1
2015-10-29,440304,1
2015-10-30,440307,1
2015-10-31,440306,1
2015-10-31,440307,2
2015-11-01,440306,1
2015-11-01,440307,2
2015-11-02,440307,3
2015-11-03,440307,1
2015-11-04,440305,1
2015-11-04,440306,1
2015-11-06,440310,1
2015-11-08,440306,1
2015-11-09,440307,1
2015-11-11,440306,1
2015-11-16,440310,1
2015-11-17,440305,1
2015-11-19,440305,1
2015-11-22,440304,1
2015-11-24,440305,4
2015-11-25,440306,1
2015-11-26,440306,1
2015-11-30,440307,1
2015-12-01,440306,2
2015-12-01,440307,1
2015-12-05,440303,1
2015-12-05,440304,1
2015-12-05,440307,1
2015-12-07,440306,1
2015-12-09,440305,1
2015-12-10,440307,1
2015-12-11,440307,2
2015-12-12,440307,2
2015-12-12,440309,1
2015-12-13,440303,1
2015-12-13,440307,3
2015-12-14,440305,1
2015-12-14,440307,2
2015-12-15,440306,1
2015-12-16,440305,1
2015-12-17,440307,1
2015-12-18,440307,5
2015-12-19,440307,1
2015-12-20,440306,1
2015-12-21,440307,4
2015-12-22,440307,1
2015-12-22,440311,1
2015-12-24,440307,2
2015-12-25,440303,1
2015-12-25,440304,1
2015-12-25,440307,2
2015-12-26,440307,7
2015-12-26,440310,1
2015-12-27,440307,9
2015-12-28,440305,5
2015-12-28,440306,1
2015-12-28,440307,3
2015-12-28,440311,2
2015-12-29,440304,1
2015-12-29,440305,1
2015-12-30,440304,1
2015-12-31,440305,1
