date,district_code,Record_Count
2014-04-23,440306,5
2014-04-24,440306,6
2014-04-24,440311,1
2014-04-25,440306,2
2014-04-26,440306,2
2014-04-27,440306,4
2014-04-27,440311,1
2014-04-28,440303,2
2014-04-28,440306,3
2014-04-28,440311,1
2014-04-29,440306,4
2014-04-30,440306,3
2014-05-01,440304,2
2014-05-01,440305,1
2014-05-01,440306,3
2014-05-02,440306,4
2014-05-03,440306,3
2014-05-05,440304,1
2014-05-05,440306,5
2014-05-05,440307,1
2014-05-06,440305,1
2014-05-06,440306,2
2014-05-08,440304,1
2014-05-08,440306,2
2014-05-09,440306,1
2014-05-09,440307,1
2014-05-10,440306,4
2014-05-10,440307,1
2014-05-11,440307,1
2014-05-12,360981,1
2014-05-12,440304,2
2014-05-12,440306,5
2014-05-12,440307,1
2014-05-13,440306,3
2014-05-13,440307,1
2014-05-14,440305,1
2014-05-14,440306,6
2014-05-15,440305,4
2014-05-15,440306,2
2014-05-15,440311,1
2014-05-17,440306,1
2014-05-18,440305,1
2014-05-18,440306,9
2014-05-19,440306,8
2014-05-20,440304,1
2014-05-20,440305,1
2014-05-20,440306,2
2014-05-21,440304,2
2014-05-21,440306,5
2014-05-22,440305,1
2014-05-22,440306,4
2014-05-22,440311,1
2014-05-23,440303,2
2014-05-23,440305,2
2014-05-23,440306,9
2014-05-24,440306,7
2014-05-24,440311,1
2014-05-25,440303,2
2014-05-25,440305,3
2014-05-25,440306,17
2014-05-25,440311,2
2014-05-25,441901,1
2014-05-26,440303,4
2014-05-26,440305,6
2014-05-26,440306,3
2014-05-26,440307,1
2014-05-26,441325,4
2014-05-27,440306,12
2014-05-27,440311,1
2014-05-28,440303,1
2014-05-28,440304,1
2014-05-28,440305,7
2014-05-28,440306,7
2014-05-28,440307,1
2014-05-28,440309,2
2014-05-29,440304,1
2014-05-29,440305,9
2014-05-29,440306,16
2014-05-29,440307,1
2014-05-29,440309,2
2014-05-29,440311,1
2014-05-30,431302,1
2014-05-30,440305,3
2014-05-30,440306,12
2014-05-30,440307,1
2014-05-30,440309,1
2014-05-31,440306,8
2014-06-01,440304,2
2014-06-01,440305,1
2014-06-01,440307,2
2014-06-01,440311,1
2014-06-02,440303,1
2014-06-02,440304,1
2014-06-02,440305,2
2014-06-02,440306,17
2014-06-02,440307,1
2014-06-03,440305,2
2014-06-03,440306,11
2014-06-03,440307,1
2014-06-03,440312,1
2014-06-04,440303,1
2014-06-04,440304,2
2014-06-04,440305,1
2014-06-04,440306,7
2014-06-04,440311,1
2014-06-05,440304,1
2014-06-05,440306,16
2014-06-05,440307,1
2014-06-06,440304,3
2014-06-06,440305,5
2014-06-06,440306,22
2014-06-06,440307,3
2014-06-07,440304,1
2014-06-07,440305,9
2014-06-07,440306,12
2014-06-07,440307,1
2014-06-08,440303,2
2014-06-08,440305,4
2014-06-08,440306,7
2014-06-08,440307,2
2014-06-08,440311,1
2014-06-08,440312,1
2014-06-09,440303,1
2014-06-09,440304,1
2014-06-09,440305,4
2014-06-09,440306,5
2014-06-09,440307,1
2014-06-09,440309,4
2014-06-09,440311,1
2014-06-10,440303,1
2014-06-10,440304,4
2014-06-10,440305,14
2014-06-10,440306,13
2014-06-10,440309,20
2014-06-10,440312,2
2014-06-11,440305,2
2014-06-11,440306,9
2014-06-11,440307,1
2014-06-11,440309,8
2014-06-11,440312,2
2014-06-12,440303,3
2014-06-12,440305,1
2014-06-12,440306,19
2014-06-12,440309,1
2014-06-12,440312,4
2014-06-13,440303,3
2014-06-13,440305,2
2014-06-13,440306,6
2014-06-13,440307,3
2014-06-13,440309,10
2014-06-13,440310,1
2014-06-14,440305,3
2014-06-14,440306,9
2014-06-14,440307,1
2014-06-14,440311,4
2014-06-15,440304,1
2014-06-15,440305,1
2014-06-15,440306,3
2014-06-15,440307,1
2014-06-15,440310,1
2014-06-16,440305,3
2014-06-16,440306,11
2014-06-16,440307,1
2014-06-16,440309,9
2014-06-17,440303,1
2014-06-17,440304,1
2014-06-17,440305,3
2014-06-17,440306,4
2014-06-17,440307,1
2014-06-17,440309,5
2014-06-18,440303,1
2014-06-18,440304,1
2014-06-18,440305,2
2014-06-18,440306,5
2014-06-18,440309,7
2014-06-19,440303,13
2014-06-19,440305,4
2014-06-19,440306,1
2014-06-19,440307,1
2014-06-20,440303,8
2014-06-20,440305,1
2014-06-20,440306,2
2014-06-20,440307,1
2014-06-20,440311,1
2014-06-21,440303,1
2014-06-21,440306,1
2014-06-21,440311,1
2014-06-22,440303,5
2014-06-22,440305,3
2014-06-22,440306,4
2014-06-22,440309,1
2014-06-22,440311,3
2014-06-22,441901,1
2014-06-23,440303,3
2014-06-23,440305,2
2014-06-23,440306,6
2014-06-24,440303,7
2014-06-24,440305,4
2014-06-24,440306,1
2014-06-24,440307,1
2014-06-25,440303,6
2014-06-25,440305,5
2014-06-25,440306,7
2014-06-25,440307,2
2014-06-25,440309,1
2014-06-25,440311,1
2014-06-26,440303,6
2014-06-26,440304,3
2014-06-26,440305,1
2014-06-26,440307,1
2014-06-26,441324,1
2014-06-27,440303,10
2014-06-27,440305,2
2014-06-27,440306,5
2014-06-27,440307,3
2014-06-27,440309,1
2014-06-28,440303,10
2014-06-28,440304,1
2014-06-29,440303,16
2014-06-29,440305,1
2014-06-29,440306,5
2014-06-30,440303,6
2014-06-30,440304,1
2014-06-30,440305,4
2014-06-30,440306,3
2014-06-30,440309,1
2014-06-30,441901,1
2014-07-01,440303,16
2014-07-01,440304,3
2014-07-01,440305,2
2014-07-01,440306,3
2014-07-01,440307,2
2014-07-01,441621,1
2014-07-02,440303,7
2014-07-02,440304,1
2014-07-02,440305,2
2014-07-02,440307,2
2014-07-02,440311,1
2014-07-03,440303,5
2014-07-03,440305,1
2014-07-03,440306,4
2014-07-03,440307,2
2014-07-03,441901,1
2014-07-04,440303,2
2014-07-04,440304,2
2014-07-04,440305,1
2014-07-04,440307,2
2014-07-05,440303,1
2014-07-05,440304,2
2014-07-05,440305,1
2014-07-05,440306,9
2014-07-06,440303,6
2014-07-06,440305,4
2014-07-06,440306,1
2014-07-07,440303,5
2014-07-07,440305,1
2014-07-07,440306,4
2014-07-07,440307,1
2014-07-08,440303,2
2014-07-08,440305,2
2014-07-08,440306,1
2014-07-09,440303,2
2014-07-09,440304,1
2014-07-09,440306,5
2014-07-09,440307,1
2014-07-10,440303,3
2014-07-10,440305,1
2014-07-10,440307,1
2014-07-10,440310,1
2014-07-11,440305,1
2014-07-11,440306,2
2014-07-12,440303,1
2014-07-12,440306,1
2014-07-12,440307,1
2014-07-13,440303,2
2014-07-13,440305,2
2014-07-13,440306,1
2014-07-14,440303,1
2014-07-14,440306,1
2014-07-14,440310,1
2014-07-15,440303,1
2014-07-15,440304,1
2014-07-15,440305,1
2014-07-15,440306,1
2014-07-15,440307,1
2014-07-16,440303,1
2014-07-16,440304,1
2014-07-16,440305,1
2014-07-16,440306,3
2014-07-16,440311,1
2014-07-17,440305,1
2014-07-17,440306,1
2014-07-18,440303,3
2014-07-18,440305,3
2014-07-18,440306,4
2014-07-18,440307,1
2014-07-18,440309,1
2014-07-19,440303,1
2014-07-19,440305,1
2014-07-19,440306,2
2014-07-20,440305,1
2014-07-20,440306,1
2014-07-21,440303,1
2014-07-21,440305,1
2014-07-21,440306,2
2014-07-22,440305,2
2014-07-22,440306,2
2014-07-23,440303,1
2014-07-24,440304,1
2014-07-24,440306,4
2014-07-25,440305,1
2014-07-26,440304,1
2014-07-27,440305,2
2014-07-27,440306,1
2014-07-28,440304,2
2014-07-29,440303,1
2014-07-30,440305,2
2014-07-30,440306,2
2014-07-31,440303,1
2014-07-31,440304,1
2014-07-31,440305,1
2014-07-31,440306,1
2014-08-02,440306,2
2014-08-04,440304,1
2014-08-05,440303,1
2014-08-05,440305,2
2014-08-06,440306,1
2014-08-06,440307,2
2014-08-07,440306,1
2014-08-07,440311,2
2014-08-09,440306,6
2014-08-10,440305,2
2014-08-11,440304,1
2014-08-11,440305,1
2014-08-11,440307,1
2014-08-15,440304,1
2014-08-16,440304,1
2014-08-19,440305,1
2014-08-20,440303,1
2014-08-20,440305,1
2014-08-23,440306,1
2014-08-24,440311,1
2014-08-25,440305,2
2014-08-29,440304,1
2014-08-31,440304,1
2014-09-01,440307,1
2014-09-02,440307,1
2014-09-02,440311,1
2014-09-04,440304,1
2014-09-05,440306,1
2014-09-06,440311,1
2014-09-07,440305,1
2014-09-08,440306,1
2014-09-09,440303,1
2014-09-09,440307,2
2014-09-11,440304,1
2014-09-12,440306,1
2014-09-13,360730,1
2014-09-13,440304,1
2014-09-14,440305,1
2014-09-14,440307,1
2014-09-15,440304,1
2014-09-17,440303,1
2014-09-17,440308,1
2014-09-18,440305,1
2014-09-19,440305,1
2014-09-19,440306,1
2014-09-20,440305,1
2014-09-20,440311,1
2014-09-22,440303,1
2014-09-23,440307,1
2014-09-24,440303,1
2014-10-01,440311,1
2014-10-13,440304,1
2014-10-14,440306,1
2014-10-15,441303,1
2014-10-15,441901,1
2014-10-17,440311,1
2014-10-21,440304,1
2014-10-21,440305,1
2014-10-23,440303,1
2014-10-26,440304,1
2014-10-27,440305,1
2014-10-27,440311,1
2014-11-01,440304,1
2014-11-02,440303,1
2014-11-03,440305,1
2014-11-04,440303,1
2014-11-04,440307,1
2014-11-05,440307,1
2014-11-07,440307,1
2014-11-10,440306,1
2014-11-13,440307,1
2014-11-14,440304,1
2014-11-15,440303,1
2014-11-15,440304,1
2014-11-16,440309,1
2014-11-23,440305,1
2014-11-24,440305,1
2014-11-25,440304,2
2014-11-29,440307,1
2014-11-30,440305,9
2014-12-01,440305,1
2014-12-01,440306,1
2014-12-03,440311,1
2014-12-05,440306,1
2014-12-06,440307,1
2014-12-07,440303,1
2014-12-07,440304,1
2014-12-11,440304,1
2014-12-12,440304,1
2014-12-13,440306,1
2014-12-14,440305,3
2014-12-14,440306,1
2014-12-15,440305,2
2014-12-16,440305,1
2014-12-17,440306,1
2014-12-18,440304,1
2014-12-18,440305,1
2014-12-18,440306,1
2014-12-21,440306,1
2014-12-21,440307,1
2014-12-22,440306,1
2014-12-23,440305,1
2014-12-23,440312,2
2014-12-24,440304,3
2014-12-24,440305,2
2014-12-24,440312,1
2014-12-25,440304,4
2014-12-25,440305,1
2014-12-25,440307,1
2014-12-26,440305,4
2014-12-26,440306,4
2014-12-26,440309,1
2014-12-27,440305,4
2014-12-27,440307,2
2014-12-27,441901,2
2014-12-28,440303,1
2014-12-28,440304,1
2014-12-28,440305,1
2014-12-29,440304,2
2014-12-29,440305,3
2014-12-30,440304,2
2014-12-30,440305,2
2014-12-30,440306,5
2014-12-30,440307,4
2014-12-30,440311,2
2014-12-31,440306,8
2014-12-31,440311,2
2015-01-01,440305,1
2015-01-01,440307,1
2015-01-01,440311,2
2015-01-02,440303,1
2015-01-02,440305,3
2015-01-02,440306,3
2015-01-02,440307,11
2015-01-03,440304,1
2015-01-03,440305,1
2015-01-03,440306,1
2015-01-03,440307,2
2015-01-04,440304,2
2015-01-04,440305,1
2015-01-04,440306,1
2015-01-04,440307,1
2015-01-05,440303,1
2015-01-05,440304,1
2015-01-05,440306,1
2015-01-05,440309,1
2015-01-06,440305,8
2015-01-06,440307,2
2015-01-07,440304,3
2015-01-07,440305,1
2015-01-07,440307,6
2015-01-08,440303,1
2015-01-08,440306,2
2015-01-08,440307,3
2015-01-08,440311,2
2015-01-09,440304,1
2015-01-09,440305,3
2015-01-09,440307,3
2015-01-10,440303,1
2015-01-10,440304,2
2015-01-10,440305,6
2015-01-10,440308,1
2015-01-11,440305,3
2015-01-11,440306,1
2015-01-11,440307,2
2015-01-12,440303,1
2015-01-12,440304,1
2015-01-12,440306,8
2015-01-12,440307,2
2015-01-13,440304,1
2015-01-13,440305,1
2015-01-13,440306,4
2015-01-14,440304,1
2015-01-14,440305,5
2015-01-14,440306,2
2015-01-14,440307,1
2015-01-15,440303,1
2015-01-15,440304,6
2015-01-15,440305,16
2015-01-15,440306,6
2015-01-15,440307,1
2015-01-16,440303,1
2015-01-16,440304,5
2015-01-16,440305,14
2015-01-16,440306,6
2015-01-16,440307,1
2015-01-16,440309,1
2015-01-17,440303,2
2015-01-17,440304,1
2015-01-17,440305,17
2015-01-17,440306,1
2015-01-17,440307,2
2015-01-18,440303,1
2015-01-18,440304,2
2015-01-18,440305,16
2015-01-18,440306,2
2015-01-18,440307,2
2015-01-18,440309,2
2015-01-19,440303,2
2015-01-19,440304,2
2015-01-19,440305,6
2015-01-19,440306,2
2015-01-19,440307,2
2015-01-19,440311,1
2015-01-20,440304,2
2015-01-20,440305,4
2015-01-20,440306,3
2015-01-20,440307,3
2015-01-21,440304,1
2015-01-21,440305,7
2015-01-21,440306,4
2015-01-21,440307,5
2015-01-21,441901,1
2015-01-22,440303,2
2015-01-22,440304,4
2015-01-22,440305,2
2015-01-22,440306,5
2015-01-22,440307,2
2015-01-22,440309,1
2015-01-23,440303,1
2015-01-23,440304,2
2015-01-23,440305,1
2015-01-23,440306,3
2015-01-24,440303,2
2015-01-24,440304,4
2015-01-24,440305,2
2015-01-24,440306,2
2015-01-24,440307,1
2015-01-25,440303,3
2015-01-25,440304,4
2015-01-25,440305,2
2015-01-25,440307,1
2015-01-25,441622,1
2015-01-25,441901,2
2015-01-26,440304,4
2015-01-26,440307,1
2015-01-26,440513,1
2015-01-26,441901,1
2015-01-27,440303,1
2015-01-27,440304,4
2015-01-27,440305,3
2015-01-27,440306,1
2015-01-27,440307,1
2015-01-28,440303,1
2015-01-28,440304,2
2015-01-28,440305,2
2015-01-28,440306,1
2015-01-28,440307,4
2015-01-29,440303,2
2015-01-29,440304,2
2015-01-29,440305,1
2015-01-29,440306,1
2015-01-30,440303,1
2015-01-30,440304,1
2015-01-30,440305,3
2015-01-30,440307,1
2015-01-30,440310,1
2015-01-30,440311,2
2015-01-31,440305,1
2015-01-31,440307,1
2015-01-31,440312,1
2015-02-01,350504,1
2015-02-01,440303,3
2015-02-01,440304,5
2015-02-01,440306,2
2015-02-01,440307,1
2015-02-02,440303,1
2015-02-02,440304,1
2015-02-02,440305,1
2015-02-02,440306,1
2015-02-02,440307,3
2015-02-03,440304,1
2015-02-03,440306,1
2015-02-03,440307,1
2015-02-03,440311,3
2015-02-04,440303,2
2015-02-04,440306,3
2015-02-04,440311,2
2015-02-05,440303,1
2015-02-05,440304,1
2015-02-05,440306,2
2015-02-06,440305,1
2015-02-06,440311,1
2015-02-07,440306,1
2015-02-08,440303,1
2015-02-08,440304,1
2015-02-08,440306,1
2015-02-09,440304,2
2015-02-09,440306,2
2015-02-09,440307,1
2015-02-10,440305,2
2015-02-10,440306,1
2015-02-10,440307,1
2015-02-11,440303,1
2015-02-11,440304,1
2015-02-11,440305,1
2015-02-12,440304,1
2015-02-12,440307,1
2015-02-13,440304,1
2015-02-13,440305,1
2015-02-13,440306,2
2015-02-13,440311,1
2015-02-14,440304,2
2015-02-14,440307,1
2015-02-15,440306,2
2015-02-16,440303,1
2015-02-16,440305,2
2015-02-16,440306,1
2015-02-18,440305,2
2015-02-20,440305,1
2015-02-21,440307,2
2015-02-24,440304,2
2015-02-24,440305,1
2015-02-24,440306,1
2015-02-25,440305,1
2015-02-26,440304,1
2015-02-26,440305,1
2015-02-26,440306,2
2015-02-26,440311,1
2015-02-27,440304,3
2015-02-27,440306,2
2015-02-28,440304,1
2015-02-28,440306,3
2015-02-28,441901,1
2015-03-01,440304,2
2015-03-01,440305,1
2015-03-01,440306,3
2015-03-02,440304,2
2015-03-02,440306,4
2015-03-02,440307,1
2015-03-03,440303,1
2015-03-03,440304,2
2015-03-03,440305,2
2015-03-03,440306,2
2015-03-03,441901,1
2015-03-04,440303,2
2015-03-04,440304,1
2015-03-04,440305,1
2015-03-04,440306,1
2015-03-04,440307,1
2015-03-05,230302,1
2015-03-05,440304,1
2015-03-05,440305,2
2015-03-05,440306,3
2015-03-05,440307,1
2015-03-06,440305,3
2015-03-06,440306,2
2015-03-07,440303,1
2015-03-07,440304,3
2015-03-07,440305,1
2015-03-07,440306,3
2015-03-07,440307,1
2015-03-07,440308,1
2015-03-08,440303,1
2015-03-08,440304,2
2015-03-08,440305,1
2015-03-08,440306,3
2015-03-08,440307,2
2015-03-08,440309,1
2015-03-09,440304,1
2015-03-09,440306,1
2015-03-09,440311,1
2015-03-10,430703,1
2015-03-10,440303,1
2015-03-10,440304,3
2015-03-10,440305,1
2015-03-10,440306,6
2015-03-10,440308,1
2015-03-11,440304,4
2015-03-11,440306,3
2015-03-11,440307,3
2015-03-11,440311,2
2015-03-12,440304,2
2015-03-12,440305,2
2015-03-12,440306,1
2015-03-12,440307,1
2015-03-13,440304,1
2015-03-13,440305,1
2015-03-13,440306,3
2015-03-13,440307,1
2015-03-13,440309,1
2015-03-14,440304,1
2015-03-14,440305,2
2015-03-14,440306,2
2015-03-14,440311,1
2015-03-15,440303,3
2015-03-15,440304,5
2015-03-15,440305,2
2015-03-15,440306,1
2015-03-15,440311,1
2015-03-16,440303,5
2015-03-16,440305,3
2015-03-16,440306,7
2015-03-16,440307,5
2015-03-17,440303,1
2015-03-17,440304,3
2015-03-17,440305,5
2015-03-17,440306,2
2015-03-17,440307,6
2015-03-18,431126,1
2015-03-18,440304,5
2015-03-18,440305,2
2015-03-18,440306,6
2015-03-18,440311,1
2015-03-19,440282,1
2015-03-19,440303,1
2015-03-19,440304,2
2015-03-19,440305,4
2015-03-19,440306,1
2015-03-20,440303,1
2015-03-20,440305,4
2015-03-20,440306,7
2015-03-20,440307,3
2015-03-21,440304,3
2015-03-21,440305,5
2015-03-21,440306,2
2015-03-21,440307,2
2015-03-22,440305,10
2015-03-22,440306,4
2015-03-23,440304,3
2015-03-23,440305,10
2015-03-23,440306,2
2015-03-23,440307,1
2015-03-23,440311,1
2015-03-24,440303,1
2015-03-24,440304,1
2015-03-24,440305,3
2015-03-24,440306,4
2015-03-24,440307,1
2015-03-24,440311,1
2015-03-25,440304,2
2015-03-25,440305,6
2015-03-25,440306,1
2015-03-25,440311,1
2015-03-26,440303,1
2015-03-26,440304,1
2015-03-26,440305,2
2015-03-26,440306,1
2015-03-27,440305,1
2015-03-27,440306,3
2015-03-27,440307,1
2015-03-28,440304,3
2015-03-28,440306,4
2015-03-28,440307,1
2015-03-29,440304,1
2015-03-29,440305,1
2015-03-29,440306,4
2015-03-30,440305,1
2015-03-30,440306,2
2015-03-30,440310,1
2015-03-31,440303,1
2015-03-31,440304,4
2015-03-31,440305,2
2015-03-31,440306,1
2015-03-31,440307,1
2015-03-31,440311,1
2015-04-01,440304,2
2015-04-01,440305,1
2015-04-01,440306,5
2015-04-01,440311,1
2015-04-02,440304,1
2015-04-02,440305,1
2015-04-02,440306,5
2015-04-02,440307,3
2015-04-03,440303,1
2015-04-03,440304,3
2015-04-03,440305,4
2015-04-03,440306,1
2015-04-04,440304,1
2015-04-04,440305,1
2015-04-04,440306,2
2015-04-04,440307,2
2015-04-04,441901,1
2015-04-05,440305,1
2015-04-05,440306,1
2015-04-05,440307,1
2015-04-06,440304,1
2015-04-06,440305,2
2015-04-06,440306,1
2015-04-06,440307,1
2015-04-06,440311,1
2015-04-07,440304,1
2015-04-07,440305,3
2015-04-07,440306,1
2015-04-07,440307,1
2015-04-08,440303,2
2015-04-08,440304,1
2015-04-08,440305,1
2015-04-08,440306,5
2015-04-08,440307,5
2015-04-08,440311,1
2015-04-09,440307,1
2015-04-09,440311,1
2015-04-10,440303,2
2015-04-10,440305,2
2015-04-10,440307,2
2015-04-11,440305,1
2015-04-11,440306,3
2015-04-11,440307,2
2015-04-12,440304,1
2015-04-12,440305,1
2015-04-12,440306,2
2015-04-12,440307,4
2015-04-13,440304,2
2015-04-13,440305,8
2015-04-13,440306,2
2015-04-13,440307,1
2015-04-14,440304,3
2015-04-14,440305,17
2015-04-14,440306,3
2015-04-14,440307,4
2015-04-15,440303,1
2015-04-15,440305,5
2015-04-15,440306,1
2015-04-15,440311,2
2015-04-16,440303,1
2015-04-16,440305,4
2015-04-16,440306,3
2015-04-16,440311,2
2015-04-16,440312,1
2015-04-17,440304,2
2015-04-17,440305,1
2015-04-17,440306,2
2015-04-17,440307,2
2015-04-17,440309,1
2015-04-17,440311,12
2015-04-18,440304,3
2015-04-18,440305,3
2015-04-18,440306,1
2015-04-18,440307,2
2015-04-18,440311,9
2015-04-19,440303,1
2015-04-19,440305,8
2015-04-19,440306,2
2015-04-19,440307,4
2015-04-19,440311,2
2015-04-20,440303,1
2015-04-20,440305,4
2015-04-20,440306,3
2015-04-20,440307,2
2015-04-20,440311,2
2015-04-20,441423,1
2015-04-21,440305,2
2015-04-21,440307,1
2015-04-22,440304,3
2015-04-22,440305,1
2015-04-22,440306,1
2015-04-22,440311,1
2015-04-23,440306,3
2015-04-23,440307,1
2015-04-23,440310,1
2015-04-24,440303,1
2015-04-24,440305,1
2015-04-24,440307,1
2015-04-25,440306,2
2015-04-25,440311,2
2015-04-26,440306,2
2015-04-27,440305,1
2015-04-27,440306,1
2015-04-27,440307,1
2015-04-28,440304,1
2015-04-28,440305,1
2015-04-28,440306,1
2015-04-28,440307,2
2015-04-28,440311,1
2015-04-29,440305,2
2015-04-29,440307,1
2015-04-30,440307,2
2015-04-30,440311,1
2015-05-01,440303,1
2015-05-01,440304,1
2015-05-01,440307,4
2015-05-01,440311,2
2015-05-02,440304,2
2015-05-02,440305,4
2015-05-02,440307,3
2015-05-02,440311,1
2015-05-03,440305,6
2015-05-03,440306,4
2015-05-03,440307,6
2015-05-03,440311,1
2015-05-04,440303,1
2015-05-04,440304,1
2015-05-04,440305,5
2015-05-04,440307,6
2015-05-04,440311,1
2015-05-05,440305,1
2015-05-05,440306,1
2015-05-05,440307,2
2015-05-05,440311,1
2015-05-06,440305,3
2015-05-06,440306,1
2015-05-06,440307,3
2015-05-06,440311,1
2015-05-07,440305,3
2015-05-07,440307,1
2015-05-08,440303,1
2015-05-08,440304,1
2015-05-08,440306,2
2015-05-08,440307,1
2015-05-08,440311,1
2015-05-09,440304,1
2015-05-09,440306,1
2015-05-09,440311,1
2015-05-10,440304,2
2015-05-10,440305,4
2015-05-10,440307,1
2015-05-10,440311,1
2015-05-11,440303,1
2015-05-11,440304,1
2015-05-11,440306,1
2015-05-11,440307,1
2015-05-12,440304,2
2015-05-12,440306,3
2015-05-12,440309,1
2015-05-12,440311,1
2015-05-13,440303,2
2015-05-13,440305,3
2015-05-13,440306,1
2015-05-13,440309,1
2015-05-14,440303,1
2015-05-14,440304,1
2015-05-14,440305,1
2015-05-14,440306,1
2015-05-15,440304,1
2015-05-15,440306,1
2015-05-16,440306,1
2015-05-17,440303,1
2015-05-17,440304,1
2015-05-17,440306,2
2015-05-18,440303,2
2015-05-18,440304,1
2015-05-18,440306,1
2015-05-19,440304,1
2015-05-19,440306,2
2015-05-20,440305,2
2015-05-20,440307,1
2015-05-20,440311,1
2015-05-21,440304,2
2015-05-21,440305,3
2015-05-21,440306,1
2015-05-21,440309,1
2015-05-22,440304,2
2015-05-22,440306,1
2015-05-22,440307,2
2015-05-23,440305,2
2015-05-23,440306,1
2015-05-23,440311,2
2015-05-24,440303,1
2015-05-24,440304,1
2015-05-24,440305,5
2015-05-24,440311,1
2015-05-24,441781,1
2015-05-25,440304,1
2015-05-25,440305,2
2015-05-26,440303,1
2015-05-26,440304,1
2015-05-26,440305,2
2015-05-26,440306,2
2015-05-27,440304,1
2015-05-27,440305,6
2015-05-28,440304,1
2015-05-28,440305,6
2015-05-28,440306,4
2015-05-28,440307,1
2015-05-28,440311,1
2015-05-29,440303,1
2015-05-29,440306,2
2015-05-30,440303,1
2015-05-30,440304,2
2015-05-30,440306,1
2015-05-31,440303,1
2015-05-31,440304,1
2015-05-31,440305,5
2015-05-31,440306,4
2015-05-31,440307,1
2015-06-01,440303,3
2015-06-01,440304,3
2015-06-01,440305,9
2015-06-01,440306,7
2015-06-01,440308,1
2015-06-02,440303,4
2015-06-02,440304,5
2015-06-02,440305,8
2015-06-02,440307,3
2015-06-02,440311,1
2015-06-03,440303,1
2015-06-03,440304,3
2015-06-03,440305,4
2015-06-03,440306,4
2015-06-03,440307,3
2015-06-04,440303,2
2015-06-04,440304,4
2015-06-04,440305,5
2015-06-04,440306,6
2015-06-04,440307,7
2015-06-04,440311,1
2015-06-04,441901,1
2015-06-05,440303,3
2015-06-05,440304,4
2015-06-05,440305,9
2015-06-05,440306,2
2015-06-05,440307,5
2015-06-05,440309,3
2015-06-05,440311,1
2015-06-06,440303,2
2015-06-06,440304,6
2015-06-06,440305,8
2015-06-06,440306,5
2015-06-06,440308,1
2015-06-06,440309,2
2015-06-06,441901,1
2015-06-07,440303,2
2015-06-07,440304,5
2015-06-07,440305,11
2015-06-07,440306,5
2015-06-07,440307,8
2015-06-07,440309,1
2015-06-07,440311,1
2015-06-08,440303,1
2015-06-08,440304,8
2015-06-08,440305,9
2015-06-08,440306,3
2015-06-08,440307,2
2015-06-08,440311,1
2015-06-09,440303,3
2015-06-09,440304,4
2015-06-09,440305,10
2015-06-09,440306,5
2015-06-09,440307,2
2015-06-09,440309,2
2015-06-09,440311,2
2015-06-09,441602,1
2015-06-10,440303,5
2015-06-10,440304,5
2015-06-10,440305,10
2015-06-10,440306,4
2015-06-10,440307,7
2015-06-10,440311,6
2015-06-10,441325,1
2015-06-11,440303,3
2015-06-11,440304,9
2015-06-11,440305,13
2015-06-11,440306,6
2015-06-11,440307,8
2015-06-11,440311,3
2015-06-12,440303,5
2015-06-12,440304,6
2015-06-12,440305,8
2015-06-12,440306,10
2015-06-12,440307,2
2015-06-12,440308,1
2015-06-12,440311,3
2015-06-13,440303,3
2015-06-13,440304,5
2015-06-13,440305,16
2015-06-13,440306,3
2015-06-13,440307,2
2015-06-13,440311,5
2015-06-13,440312,2
2015-06-14,440303,2
2015-06-14,440304,1
2015-06-14,440305,14
2015-06-14,440306,8
2015-06-14,440307,3
2015-06-14,440311,2
2015-06-14,440312,5
2015-06-15,440303,1
2015-06-15,440304,6
2015-06-15,440305,15
2015-06-15,440306,11
2015-06-15,440307,5
2015-06-15,440311,1
2015-06-15,440312,4
2015-06-15,440902,1
2015-06-16,440303,3
2015-06-16,440304,5
2015-06-16,440305,10
2015-06-16,440306,13
2015-06-16,440307,3
2015-06-16,440311,4
2015-06-16,441901,1
2015-06-17,440303,2
2015-06-17,440304,5
2015-06-17,440305,9
2015-06-17,440306,10
2015-06-17,440307,3
2015-06-17,440311,1
2015-06-17,440312,1
2015-06-17,441901,1
2015-06-18,440303,4
2015-06-18,440304,4
2015-06-18,440305,15
2015-06-18,440306,14
2015-06-18,440307,1
2015-06-18,440311,2
2015-06-19,420922,1
2015-06-19,431103,1
2015-06-19,440303,3
2015-06-19,440304,6
2015-06-19,440305,7
2015-06-19,440306,13
2015-06-19,440307,1
2015-06-19,440311,5
2015-06-19,440312,1
2015-06-20,440303,1
2015-06-20,440304,10
2015-06-20,440305,10
2015-06-20,440306,15
2015-06-20,440307,5
2015-06-20,440310,2
2015-06-20,440311,1
2015-06-20,441901,1
2015-06-21,440303,1
2015-06-21,440304,4
2015-06-21,440305,11
2015-06-21,440306,10
2015-06-21,440307,2
2015-06-21,440310,1
2015-06-21,440311,1
2015-06-22,440303,5
2015-06-22,440304,7
2015-06-22,440305,5
2015-06-22,440306,10
2015-06-22,440307,5
2015-06-22,440310,1
2015-06-22,440311,3
2015-06-22,441901,1
2015-06-23,440303,2
2015-06-23,440304,11
2015-06-23,440305,5
2015-06-23,440306,14
2015-06-23,440307,5
2015-06-23,440309,1
2015-06-23,440310,1
2015-06-23,440311,10
2015-06-24,440303,6
2015-06-24,440304,5
2015-06-24,440305,12
2015-06-24,440306,12
2015-06-24,440307,5
2015-06-24,440308,1
2015-06-24,440310,1
